collection_batch,regime,run_name,horizon_events,n_observations,mean_return_bps,mean_abs_return_bps,median_abs_return_bps,share_abs_return_ge_0_5bps,share_abs_return_ge_1_0bps,share_abs_return_ge_2_0bps
weekday_active_wed_day29,Wednesday Day 29,20260708_200805,20,2896,-0.05294479668103688,0.7221349394469372,0.5029018246416328,0.5113950276243094,0.2541436464088398,0.07354972375690608
weekday_active_wed_day29,Wednesday Day 29,20260708_200805,50,2866,-0.11017469000122525,1.181393860233817,0.9070390277832185,0.7142358688066992,0.4633635729239358,0.17899511514305652
weekday_active_wed_day29,Wednesday Day 29,20260708_200805,100,2816,-0.2002564332838608,1.6576092064120689,1.2789866540174888,0.8178267045454546,0.5994318181818182,0.2745028409090909
weekday_active_wed_day29,Wednesday Day 29,20260708_201318,10,2905,-0.0659426006247995,0.42040389311686793,0.0,0.30671256454388984,0.1514629948364888,0.03855421686746988
weekday_active_wed_day29,Wednesday Day 29,20260708_201318,20,2895,-0.13758069215455576,0.7114178100009406,0.43850282144042296,0.47288428324697757,0.24974093264248703,0.08877374784110535
weekday_active_wed_day29,Wednesday Day 29,20260708_201318,50,2865,-0.364983503309518,1.3880349568607868,1.0557149504664132,0.6575916230366492,0.518324607329843,0.23769633507853402
weekday_active_wed_day29,Wednesday Day 29,20260708_201318,100,2815,-0.7248868908473102,2.2198689650971026,1.6239051834232576,0.738898756660746,0.62202486678508,0.47424511545293074
weekday_active_wed_day29,Wednesday Day 29,20260708_201832,10,2904,0.0032032993225412625,0.5055069758793074,0.0,0.3622589531680441,0.18044077134986225,0.05785123966942149
weekday_active_wed_day29,Wednesday Day 29,20260708_201832,20,2894,0.007705139413972808,0.9048895814004333,0.6168185311761221,0.5545957152729786,0.34208707671043537,0.13130615065653076
weekday_active_wed_day29,Wednesday Day 29,20260708_201832,50,2864,0.021413873124687663,1.7977893547621426,1.3782513557536458,0.8191340782122905,0.6480446927374302,0.3215782122905028
weekday_active_wed_day29,Wednesday Day 29,20260708_201832,100,2814,-0.005635543714755696,2.626351304973881,2.3673493875286944,0.9097370291400142,0.7938877043354655,0.5828002842928216
weekday_active_wed_day29,Wednesday Day 29,20260708_202345,10,2904,0.032951756733194004,0.46132253925833255,0.14618208928229848,0.3543388429752066,0.17114325068870523,0.03787878787878788
weekday_active_wed_day29,Wednesday Day 29,20260708_202345,20,2894,0.06379878687250921,0.7560645957777827,0.4871664442629431,0.4972356599861783,0.2895646164478231,0.09917069799585349
weekday_active_wed_day29,Wednesday Day 29,20260708_202345,50,2864,0.1532180285100764,1.3683904310876762,1.0708609803411484,0.6962290502793296,0.5317737430167597,0.2807262569832402
weekday_active_wed_day29,Wednesday Day 29,20260708_202345,100,2814,0.31592431314434394,1.7995820025352858,1.413313904328195,0.7491115849324804,0.6144278606965174,0.3660270078180526
weekday_active_wed_day29,Wednesday Day 29,20260708_202857,10,2904,0.02025863650035484,0.4194528025769767,0.0,0.3143939393939394,0.16666666666666666,0.0371900826446281
weekday_active_wed_day29,Wednesday Day 29,20260708_202857,20,2894,0.04220989621529997,0.7445005600061623,0.4870648548738199,0.4996544574982723,0.3020041465100207,0.10020732550103663
weekday_active_wed_day29,Wednesday Day 29,20260708_202857,50,2864,0.11485529026413431,1.295553298155651,1.0060639845421715,0.7081005586592178,0.5101256983240223,0.24476256983240224
weekday_active_wed_day29,Wednesday Day 29,20260708_202857,100,2814,0.2590244001788553,1.8132803287105137,1.7358900127106835,0.8162757640369581,0.6584932480454868,0.4164889836531628
weekday_active_wed_day29,Wednesday Day 29,20260708_203410,10,2906,0.03198117680058331,0.5054565320588197,0.06482230989535154,0.3706125258086717,0.18444597384721267,0.04439091534755678
weekday_active_wed_day29,Wednesday Day 29,20260708_203410,20,2896,0.058422020273802784,0.8708310539552223,0.5995762454369391,0.5597375690607734,0.332182320441989,0.11740331491712708
weekday_active_wed_day29,Wednesday Day 29,20260708_203410,50,2866,0.15560670532086227,1.6066838465621494,1.167925836709216,0.7752965806001396,0.5589672016748081,0.30949057920446615
weekday_active_wed_day29,Wednesday Day 29,20260708_203410,100,2816,0.3491581970445621,2.478385847613356,2.106626068201223,0.9090909090909091,0.7993607954545454,0.5330255681818182
weekday_active_wed_day29,Wednesday Day 29,20260708_203924,10,2905,-0.04320361316962063,0.34879544193154005,0.0,0.2874354561101549,0.12598967297762478,0.024440619621342512
weekday_active_wed_day29,Wednesday Day 29,20260708_203924,20,2895,-0.08655015730245523,0.6381783940327631,0.47057410852646697,0.4877374784110535,0.25215889464594127,0.06701208981001727
weekday_active_wed_day29,Wednesday Day 29,20260708_203924,50,2865,-0.205889073296063,1.2181085643010372,1.0049249426424822,0.7019197207678883,0.5015706806282723,0.19755671902268762
weekday_active_wed_day29,Wednesday Day 29,20260708_203924,100,2815,-0.4119668781223866,1.8396135842041055,1.509741485179461,0.8230905861456483,0.6408525754884548,0.3726465364120782
weekday_active_wed_day29,Wednesday Day 29,20260708_204438,10,2905,0.027695975337216218,0.3059887562243095,0.0,0.25094664371772807,0.11772805507745267,0.020654044750430294
weekday_active_wed_day29,Wednesday Day 29,20260708_204438,20,2895,0.05448165786117755,0.5557132207079242,0.1785602685533405,0.4203799654576857,0.22832469775474956,0.0538860103626943
weekday_active_wed_day29,Wednesday Day 29,20260708_204438,50,2865,0.1326945637710716,1.1694230377790866,1.0220478431954838,0.7005235602094241,0.5158813263525306,0.21151832460732983
weekday_active_wed_day29,Wednesday Day 29,20260708_204438,100,2815,0.2721644694256968,1.90903884518882,1.3949840590643525,0.8337477797513322,0.6795737122557727,0.38259325044404974
weekday_active_wed_day29,Wednesday Day 29,20260708_204951,10,2905,0.010908819688958656,0.33288482580467665,0.0,0.2406196213425129,0.13012048192771083,0.02134251290877797
weekday_active_wed_day29,Wednesday Day 29,20260708_204951,20,2895,0.021896240842808518,0.6012378186631252,0.2756730679576158,0.39516407599309156,0.26355785837651124,0.055267702936096716
weekday_active_wed_day29,Wednesday Day 29,20260708_204951,50,2865,0.04603565794275496,1.1144765102489833,0.8592144672259217,0.6020942408376964,0.47958115183246075,0.19790575916230366
weekday_active_wed_day29,Wednesday Day 29,20260708_204951,100,2815,0.08673194189458443,1.5093230719110313,1.1670417679399137,0.7385435168738899,0.6014209591474245,0.3005328596802842
weekday_active_wed_day29,Wednesday Day 29,20260708_205506,10,2905,-0.007942819504547623,0.24251610170240911,0.0,0.20034423407917384,0.09087779690189329,0.01858864027538726
weekday_active_wed_day29,Wednesday Day 29,20260708_205506,20,2895,-0.01473704487673611,0.42680776899674766,0.0,0.335405872193437,0.17236614853195165,0.04145077720207254
weekday_active_wed_day29,Wednesday Day 29,20260708_205506,50,2865,-0.03857017270241057,0.7784961117303392,0.5188879258843926,0.5144851657940663,0.3218150087260035,0.08900523560209424
weekday_active_wed_day29,Wednesday Day 29,20260708_205506,100,2815,-0.10451366493180579,1.0812014462979433,0.8428115870384723,0.6127886323268206,0.4326820603907638,0.1747779751332149
weekday_active_wed_day29,Wednesday Day 29,20260708_210018,10,2905,0.02992932450177215,0.45199342467105214,0.0,0.31876075731497416,0.19104991394148021,0.04612736660929432
weekday_active_wed_day29,Wednesday Day 29,20260708_210018,20,2895,0.06128959533373585,0.7872601838013831,0.48582091183746456,0.49671848013816927,0.34300518134715025,0.10673575129533679
weekday_active_wed_day29,Wednesday Day 29,20260708_210018,50,2865,0.1504779004205163,1.5479917431067574,1.264248116797928,0.7504363001745201,0.5937172774869109,0.31099476439790574
weekday_active_wed_day29,Wednesday Day 29,20260708_210018,100,2815,0.2631997035081206,2.293664596156692,2.18858998874083,0.8355239786856128,0.6987566607460035,0.5186500888099467
weekday_active_wed_day29,Wednesday Day 29,20260708_210532,10,2907,0.031203583921279983,0.3958739830097708,0.0,0.33574131406948743,0.1255589955280358,0.026831785345717233
weekday_active_wed_day29,Wednesday Day 29,20260708_210532,20,2897,0.06350917206110716,0.6822447470329964,0.5019060286204358,0.5098377632033138,0.24853296513634796,0.06489471867449086
weekday_active_wed_day29,Wednesday Day 29,20260708_210532,50,2867,0.16457437941454822,1.341416316532841,0.9879526462963639,0.7450296477153819,0.49843041506801533,0.24555284269271016
weekday_active_wed_day29,Wednesday Day 29,20260708_210532,100,2817,0.35805797944996176,2.012678415405649,1.4718833880156268,0.789847355342563,0.6680866169684061,0.4096556620518282
weekday_active_wed_day29,Wednesday Day 29,20260708_211048,10,2905,-0.03243734815630671,0.23198529696096548,0.0,0.17728055077452667,0.06815834767641997,0.0117039586919105
weekday_active_wed_day29,Wednesday Day 29,20260708_211048,20,2895,-0.06544830087734663,0.4358700544121296,0.21022111218349515,0.3291882556131261,0.1443868739205527,0.035233160621761656
weekday_active_wed_day29,Wednesday Day 29,20260708_211048,50,2865,-0.1615881897935578,0.8740304808150836,0.6306256048560499,0.5507853403141362,0.3204188481675393,0.11553228621291449
weekday_active_wed_day29,Wednesday Day 29,20260708_211048,100,2815,-0.3158524193278315,1.4472164713404079,1.0520906254685158,0.749911190053286,0.5470692717584369,0.2369449378330373
weekday_active_wed_day29,Wednesday Day 29,20260708_211600,10,2905,0.0702049216706776,0.25285718690797904,0.0,0.20516351118760756,0.093631669535284,0.020309810671256454
weekday_active_wed_day29,Wednesday Day 29,20260708_211600,20,2895,0.14279629475587374,0.4547319818012775,0.08080331422855025,0.3450777202072539,0.1785837651122625,0.046286701208981
weekday_active_wed_day29,Wednesday Day 29,20260708_211600,50,2865,0.3706952768015257,0.9198870002555551,0.6628967780786255,0.6198952879581152,0.374869109947644,0.15148342059336825
weekday_active_wed_day29,Wednesday Day 29,20260708_211600,100,2815,0.7830872124013138,1.4663730573563498,1.2624719686704644,0.7783303730017762,0.5861456483126111,0.29484902309058614
weekday_active_wed_day29,Wednesday Day 29,20260708_212115,10,2905,-0.00871862741575802,0.21025410019296586,0.0,0.16798623063683304,0.06746987951807229,0.010671256454388985
weekday_active_wed_day29,Wednesday Day 29,20260708_212115,20,2895,-0.01870125335160343,0.3820643858500254,0.0,0.27426597582038,0.12780656303972365,0.0386873920552677
weekday_active_wed_day29,Wednesday Day 29,20260708_212115,50,2865,-0.05060545991631206,0.8055345339876134,0.5328626917810997,0.5082024432809773,0.2708551483420593,0.12286212914485166
weekday_active_wed_day29,Wednesday Day 29,20260708_212115,100,2815,-0.09660821334653877,1.3288886143420666,0.8397776850066485,0.6792184724689165,0.4571936056838366,0.23374777975133215
weekday_active_wed_day29,Wednesday Day 29,20260708_212631,10,2905,0.007970902409329897,0.3048978428637975,0.0,0.2289156626506024,0.10327022375215146,0.02857142857142857
weekday_active_wed_day29,Wednesday Day 29,20260708_212631,20,2895,0.015285500110075284,0.5650200823426753,0.1614766718693872,0.3934369602763385,0.20552677029360966,0.07081174438687392
weekday_active_wed_day29,Wednesday Day 29,20260708_212631,50,2865,0.030081475969102062,1.1655449690354451,0.8562328501005023,0.6708551483420593,0.4586387434554974,0.19336823734729494
weekday_active_wed_day29,Wednesday Day 29,20260708_212631,100,2815,0.06209328855348937,1.831704133160628,1.5669866604195448,0.8,0.628063943161634,0.3847246891651865
weekday_active_wed_day29,Wednesday Day 29,20260708_213144,10,2905,-0.053071839869304215,0.23401491603532548,0.0,0.15215146299483648,0.07710843373493977,0.020309810671256454
weekday_active_wed_day29,Wednesday Day 29,20260708_213144,20,2895,-0.10641505172025022,0.42436960098255105,0.0,0.26459412780656305,0.14818652849740932,0.045250431778929186
weekday_active_wed_day29,Wednesday Day 29,20260708_213144,50,2865,-0.2578016076332221,0.8893728578887745,0.4853344075406163,0.4886561954624782,0.3542757417102967,0.12705061082024433
weekday_active_wed_day29,Wednesday Day 29,20260708_213144,100,2815,-0.5105096579152718,1.4774701625857907,1.3264798540868483,0.6880994671403197,0.5882770870337478,0.31261101243339257
weekday_active_wed_day29,Wednesday Day 29,20260708_213658,10,2904,0.11952077011376569,0.6124482868919724,0.11331068738185124,0.3877410468319559,0.21763085399449036,0.06990358126721763
weekday_active_wed_day29,Wednesday Day 29,20260708_213658,20,2894,0.2378093736149424,0.9769943441378937,0.5018979026338855,0.5044920525224602,0.32999308914996545,0.1496199032480995
weekday_active_wed_day29,Wednesday Day 29,20260708_213658,50,2864,0.614274728895217,1.5987885001206066,0.8995451471371929,0.6445530726256983,0.48358938547486036,0.24755586592178772
weekday_active_wed_day29,Wednesday Day 29,20260708_213658,100,2814,1.2208922800419433,2.559005815839578,1.4891851971754466,0.742359630419332,0.5891968727789624,0.39516702203269366
weekday_active_wed_day29,Wednesday Day 29,20260708_214213,10,2905,-0.026325460161907073,0.46849878629678987,0.09669504397624706,0.3407917383820998,0.17865748709122203,0.033046471600688465
weekday_active_wed_day29,Wednesday Day 29,20260708_214213,20,2895,-0.04940092262873014,0.782133718012022,0.4834985958401816,0.48048359240069083,0.31744386873920555,0.10535405872193437
weekday_active_wed_day29,Wednesday Day 29,20260708_214213,50,2865,-0.1304433748332138,1.3805242240547746,1.01555491613059,0.643979057591623,0.5043630017452007,0.24921465968586387
weekday_active_wed_day29,Wednesday Day 29,20260708_214213,100,2815,-0.2677464571190291,1.9163736280444177,1.4828963221757974,0.7399644760213144,0.6518650088809946,0.3960923623445826
weekday_active_wed_day29,Wednesday Day 29,20260708_214728,10,2905,-0.003885766964071034,0.23147630740255673,0.0,0.19965576592082615,0.060240963855421686,0.0051635111876075735
weekday_active_wed_day29,Wednesday Day 29,20260708_214728,20,2895,-0.010570802385747842,0.41857603963566037,0.08064587669665002,0.3450777202072539,0.14093264248704662,0.02141623488773748
weekday_active_wed_day29,Wednesday Day 29,20260708_214728,50,2865,-0.02496930575256603,0.8147585437984451,0.6774472175863355,0.5759162303664922,0.3357766143106457,0.08411867364746946
weekday_active_wed_day29,Wednesday Day 29,20260708_214728,100,2815,-0.03948036492619395,1.2806322720136112,1.1772475146776262,0.7634103019538189,0.6067495559502665,0.19325044404973357
weekday_active_wed_day29,Wednesday Day 29,20260708_215243,10,2905,0.061217321319066695,0.28579305539857736,0.0,0.21204819277108433,0.08605851979345955,0.026161790017211705
weekday_active_wed_day29,Wednesday Day 29,20260708_215243,20,2895,0.12285826022182318,0.5222400136563417,0.11272277845586487,0.37305699481865284,0.18307426597582038,0.05630397236614853
weekday_active_wed_day29,Wednesday Day 29,20260708_215243,50,2865,0.3103893436041782,1.1118791818768674,0.756965085386696,0.6139616055846422,0.3888307155322862,0.1818499127399651
weekday_active_wed_day29,Wednesday Day 29,20260708_215243,100,2815,0.6196457265121644,1.7368961166153578,1.048460658126249,0.7406749555950266,0.5374777975133215,0.3182948490230906
weekday_active_wed_day29,Wednesday Day 29,20260708_215758,10,2906,-0.044240705971586206,0.14144656763602612,0.0,0.09910529938059189,0.03716448726772195,0.00653819683413627
weekday_active_wed_day29,Wednesday Day 29,20260708_215758,20,2896,-0.08878503240068396,0.27664856824626816,0.0,0.20303867403314918,0.08770718232044199,0.01830110497237569
weekday_active_wed_day29,Wednesday Day 29,20260708_215758,50,2866,-0.2242747476301829,0.6577354805200591,0.3383830286407541,0.4173063503140265,0.27145847871598044,0.08862526168876483
weekday_active_wed_day29,Wednesday Day 29,20260708_215758,100,2816,-0.45649496285734925,1.189301178993111,0.8373597724309345,0.6622869318181818,0.4705255681818182,0.18785511363636365
weekday_active_wed_day29,Wednesday Day 29,20260708_220311,10,2905,0.04873106500436428,0.30131723236711777,0.0,0.22409638554216868,0.13493975903614458,0.020654044750430294
weekday_active_wed_day29,Wednesday Day 29,20260708_220311,20,2895,0.09806482924331554,0.5430722641146336,0.0,0.3644214162348877,0.24559585492227978,0.05872193436960276
weekday_active_wed_day29,Wednesday Day 29,20260708_220311,50,2865,0.2558530161464303,1.0944282338981213,0.6929308962577707,0.5486910994764398,0.4282722513089005,0.18219895287958116
weekday_active_wed_day29,Wednesday Day 29,20260708_220311,100,2815,0.5043692198946171,1.8648355887065313,1.2725505214628008,0.680639431616341,0.5744227353463588,0.33818827708703375
weekday_active_thu_day30,Thursday Day 30,20260709_190039,10,2903,-0.007508803449635424,0.7559397475353061,0.5079490050952096,0.5139510850843955,0.30347915949018256,0.09300723389596968
weekday_active_thu_day30,Thursday Day 30,20260709_190039,20,2893,-0.02173914412509365,1.2321410956178003,0.9523590330062781,0.7110266159695817,0.47251987556170066,0.22537158658831663
weekday_active_thu_day30,Thursday Day 30,20260709_190039,50,2863,-0.06670784251367291,1.8918253932778575,1.6006529396150881,0.8243101641634649,0.6657352427523576,0.38595878449179183
weekday_active_thu_day30,Thursday Day 30,20260709_190039,100,2813,-0.09150153920857237,3.0634096059699334,2.762205096904502,0.8734447209384998,0.7849271240668325,0.6228226093138998
weekday_active_thu_day30,Thursday Day 30,20260709_190555,10,2901,-0.08778169187297413,0.678153017724003,0.4603499771016484,0.47500861771802827,0.2799034815580834,0.0796277145811789
weekday_active_thu_day30,Thursday Day 30,20260709_190555,20,2891,-0.17706933994299767,1.0850831685439686,0.811115785187555,0.6558284330681425,0.43341404358353514,0.1791767554479419
weekday_active_thu_day30,Thursday Day 30,20260709_190555,50,2861,-0.45263540277530007,1.8524767824754726,1.4311395289490214,0.7811953862285914,0.6085284865431667,0.3635092624956309
weekday_active_thu_day30,Thursday Day 30,20260709_190555,100,2811,-0.9556047070653788,2.8902216595609707,2.4921920575260437,0.9032372821060121,0.8071860547847741,0.5951618641053006
weekday_active_thu_day30,Thursday Day 30,20260709_192139,10,2902,0.03968169958464556,0.6772772989831026,0.5259479614339035,0.5058580289455548,0.2760165403170227,0.05478980013783598
weekday_active_thu_day30,Thursday Day 30,20260709_192139,20,2892,0.0818916374084895,1.0846172979533368,0.8926557544808311,0.6970954356846473,0.44225449515905946,0.14315352697095435
weekday_active_thu_day30,Thursday Day 30,20260709_192139,50,2862,0.21240483989459516,1.6299874764885027,1.3226902101476368,0.8179594689028651,0.6051712089447938,0.3109713487071978
weekday_active_thu_day30,Thursday Day 30,20260709_192139,100,2812,0.4402101734626873,2.3614828170574107,1.9470171935997982,0.8595305832147937,0.7219061166429588,0.4875533428165007
weekday_active_thu_day30,Thursday Day 30,20260709_192655,10,2902,0.013283189140239092,0.4554158341799368,0.0,0.3304617505168849,0.18090971743625087,0.04135079255685734
weekday_active_thu_day30,Thursday Day 30,20260709_192655,20,2892,0.030535512741426143,0.8082425087918055,0.653281824983809,0.5235131396957123,0.3278008298755187,0.10408022130013832
weekday_active_thu_day30,Thursday Day 30,20260709_192655,50,2862,0.07438544492673825,1.459758617689999,1.1942047822616209,0.73340321453529,0.5450733752620545,0.2620545073375262
weekday_active_thu_day30,Thursday Day 30,20260709_192655,100,2812,0.14327687627044292,2.1036550481157805,1.4169481325343458,0.7802275960170697,0.6109530583214794,0.4164295874822191
weekday_active_thu_day30,Thursday Day 30,20260709_193210,10,2902,-0.023158421256205156,0.5147325867903892,0.04780229173440009,0.3694004135079256,0.21399035148173673,0.04548587181254307
weekday_active_thu_day30,Thursday Day 30,20260709_193210,20,2892,-0.05838538270224438,0.8686083412306419,0.6374507071327251,0.5646611341632088,0.36894882434301524,0.11410788381742738
weekday_active_thu_day30,Thursday Day 30,20260709_193210,50,2862,-0.14871482222893148,1.591016715190693,1.3865259953693698,0.7756813417190775,0.6198462613556953,0.32424877707896577
weekday_active_thu_day30,Thursday Day 30,20260709_193210,100,2812,-0.24950549118329504,2.237343653515958,1.8954039639429432,0.8737553342816501,0.7421763869132291,0.47652916073968704
weekday_active_thu_day30,Thursday Day 30,20260709_193725,10,2902,0.0991389979110122,0.42802137140212915,0.0,0.313921433494142,0.16540317022742937,0.03893866299104066
weekday_active_thu_day30,Thursday Day 30,20260709_193725,20,2892,0.19628536551159098,0.7323946421048583,0.36613797729678765,0.4657676348547718,0.2894190871369295,0.10408022130013832
weekday_active_thu_day30,Thursday Day 30,20260709_193725,50,2862,0.4773373831237939,1.4322578843921365,1.1315795974597975,0.7166317260656884,0.539832285115304,0.2718378756114605
weekday_active_thu_day30,Thursday Day 30,20260709_193725,100,2812,0.9526050275295458,2.3313850205384714,1.7806027181221928,0.8911806543385491,0.7364864864864865,0.45554765291607396
weekday_active_thu_day30,Thursday Day 30,20260709_194237,10,2903,-0.030537111225834277,0.5062828872902935,0.22240385203486923,0.35549431622459526,0.19428177747158112,0.04443678952807441
weekday_active_thu_day30,Thursday Day 30,20260709_194237,20,2893,-0.06086362880396004,0.8839025733919299,0.6351873127685703,0.570687867265814,0.3653646733494642,0.11579675077773938
weekday_active_thu_day30,Thursday Day 30,20260709_194237,50,2863,-0.14366158578278315,1.5108942504853338,1.2557432370663424,0.7761089765979742,0.6081033880544883,0.2857142857142857
weekday_active_thu_day30,Thursday Day 30,20260709_194237,100,2813,-0.25489074103103676,2.05955783784443,1.5580793968639206,0.8197653750444366,0.677568432278706,0.4091717028083896
weekday_active_thu_day30,Thursday Day 30,20260709_194752,10,2903,-0.07642932054755912,0.39524740356494764,0.0,0.32965897347571477,0.16396830864622805,0.015501205649328281
weekday_active_thu_day30,Thursday Day 30,20260709_194752,20,2893,-0.1532623244460502,0.6850972771635047,0.49322884306812753,0.4984445212582095,0.3121327341859661,0.06187348772900104
weekday_active_thu_day30,Thursday Day 30,20260709_194752,50,2863,-0.3738339876960678,1.282568440347999,1.0647334074409542,0.7048550471533357,0.5302130632203982,0.23611596227733148
weekday_active_thu_day30,Thursday Day 30,20260709_194752,100,2813,-0.7061658978164053,2.0601625512272776,1.7972038371094623,0.8858869534305013,0.7436900106647707,0.4674724493423391
weekday_active_thu_day30,Thursday Day 30,20260709_195303,10,2902,0.09326124740518953,0.41861764901743675,0.01591202559270144,0.32219159200551345,0.1519641626464507,0.031013094417643005
weekday_active_thu_day30,Thursday Day 30,20260709_195303,20,2892,0.19010697581631036,0.6747799841376795,0.44561400437515,0.47994467496542187,0.25311203319502074,0.07641770401106501
weekday_active_thu_day30,Thursday Day 30,20260709_195303,50,2862,0.46414195027089294,1.0780066383103486,0.7471008117176936,0.6016771488469602,0.4273235499650594,0.16911250873515024
weekday_active_thu_day30,Thursday Day 30,20260709_195303,100,2812,0.911371704512381,1.480125113678343,0.9861564314506133,0.7190611664295875,0.49608819345661453,0.29623044096728307
weekday_active_thu_day30,Thursday Day 30,20260709_195819,10,2902,-0.03621263931230668,0.37246958058389346,0.0,0.26430048242591314,0.13645761543762921,0.034114403859407304
weekday_active_thu_day30,Thursday Day 30,20260709_195819,20,2892,-0.07341409211480165,0.6658180592721265,0.33385186356871266,0.4280774550484094,0.2697095435684647,0.08160442600276625
weekday_active_thu_day30,Thursday Day 30,20260709_195819,50,2862,-0.18223532928916844,1.3126157961027514,1.1114418973900975,0.6816911250873515,0.5206149545772187,0.2690426275331936
weekday_active_thu_day30,Thursday Day 30,20260709_195819,100,2812,-0.38991220126607234,1.8888522234764382,1.5736904391938644,0.7759601706970128,0.6603840682788051,0.432076813655761
weekday_active_thu_day30,Thursday Day 30,20260709_200334,10,2903,0.11282937859653419,0.5574136126498705,0.015851163910340915,0.3482604202549087,0.20013778849466068,0.0775060282466414
weekday_active_thu_day30,Thursday Day 30,20260709_200334,20,2893,0.23698443129736235,0.9811733642347813,0.5560643986124436,0.5247148288973384,0.34739025233321813,0.16488074662979607
weekday_active_thu_day30,Thursday Day 30,20260709_200334,50,2863,0.5915215701471842,1.8044867833183729,1.2202108112280285,0.701012923506811,0.533356618931191,0.3332169053440447
weekday_active_thu_day30,Thursday Day 30,20260709_200334,100,2813,1.1217127402105354,2.780323603512574,1.888986336597842,0.833274084607181,0.7376466405972272,0.4888019907571987
weekday_active_thu_day30,Thursday Day 30,20260709_200849,10,2902,-0.059432550993893725,0.45782124286741593,0.0,0.319434872501723,0.18022053756030323,0.055823569951757405
weekday_active_thu_day30,Thursday Day 30,20260709_200849,20,2892,-0.1202351969526017,0.8114010357899538,0.5225913881679034,0.5096818810511756,0.31500691562932226,0.12932226832641772
weekday_active_thu_day30,Thursday Day 30,20260709_200849,50,2862,-0.2937172695085461,1.4622881925824358,1.1086781784419575,0.7610062893081762,0.5317959468902865,0.31551362683438156
weekday_active_thu_day30,Thursday Day 30,20260709_200849,100,2812,-0.5226253136864745,2.14135616783066,1.9486892688225232,0.8958036984352774,0.734352773826458,0.49644381223328593
weekday_active_thu_day30,Thursday Day 30,20260709_201404,10,2901,-0.015288274921899589,0.40572038886305195,0.0,0.32264736297828334,0.16787314719062393,0.02619786280592899
weekday_active_thu_day30,Thursday Day 30,20260709_201404,20,2891,-0.031717912862223474,0.7456616891073088,0.5393550741017439,0.5143548945001729,0.3455551712210308,0.08094085091663784
weekday_active_thu_day30,Thursday Day 30,20260709_201404,50,2861,-0.09601340397958687,1.5781304245346492,1.318120423798863,0.7906326459279972,0.6162181055574973,0.3275078643830828
weekday_active_thu_day30,Thursday Day 30,20260709_201404,100,2811,-0.3039699324774175,2.2974350566575517,1.6643088957302155,0.8466737815723941,0.7104233368907862,0.4311632870864461
weekday_active_thu_day30,Thursday Day 30,20260709_201919,10,2902,0.036058630690132105,0.6304520464335323,0.0,0.3642315644383184,0.21054445210199862,0.07477601654031703
weekday_active_thu_day30,Thursday Day 30,20260709_201919,20,2892,0.07027536487824898,1.0760413673077704,0.635230687995314,0.5480636237897649,0.3533886583679115,0.12966804979253113
weekday_active_thu_day30,Thursday Day 30,20260709_201919,50,2862,0.1963037566420404,2.0253823327363367,1.1729415074679395,0.7672955974842768,0.6076170510132775,0.2907058001397624
weekday_active_thu_day30,Thursday Day 30,20260709_201919,100,2812,0.393275692471984,3.1621665637816636,1.7613330276144978,0.8424608819345661,0.6923897581792319,0.46301564722617355
weekday_active_thu_day30,Thursday Day 30,20260709_202431,10,2902,-0.05244186038441875,0.39007956537792776,0.0,0.24534803583735354,0.14300482425913164,0.03997243280496209
weekday_active_thu_day30,Thursday Day 30,20260709_202431,20,2892,-0.10680173107391264,0.6879959004221159,0.04755695936609072,0.37413554633471646,0.25760719225449513,0.08298755186721991
weekday_active_thu_day30,Thursday Day 30,20260709_202431,50,2862,-0.2797995508594737,1.4194128053755997,0.8719964676218162,0.6212438853948288,0.4751921733053808,0.1872816212438854
weekday_active_thu_day30,Thursday Day 30,20260709_202431,100,2812,-0.5809837394192607,2.333768156055126,1.4610537850412442,0.7631578947368421,0.6479374110953058,0.3332147937411095
weekday_active_thu_day30,Thursday Day 30,20260709_202947,10,2902,0.004797874109585242,0.4474060633772798,0.0,0.3125430737422467,0.17987594762232942,0.04514128187456926
weekday_active_thu_day30,Thursday Day 30,20260709_202947,20,2892,0.011608365642461187,0.7995059855294981,0.5234153006972164,0.5089903181189488,0.33713692946058094,0.11376210235131397
weekday_active_thu_day30,Thursday Day 30,20260709_202947,50,2862,0.026998950644771803,1.41509126763474,1.1119062122999512,0.6862334032145353,0.5370370370370371,0.2728860936408106
weekday_active_thu_day30,Thursday Day 30,20260709_202947,100,2812,0.054212529039157575,2.0701945756662785,1.8417946065596436,0.8193456614509246,0.6891891891891891,0.43847795163584635
weekday_active_thu_day30,Thursday Day 30,20260709_203501,10,2902,-0.002386071396638177,0.3719826609802059,0.0,0.2842866988283942,0.14024810475534114,0.025499655410062026
weekday_active_thu_day30,Thursday Day 30,20260709_203501,20,2892,-0.004832326516366054,0.688949044449353,0.4451556352752517,0.4802904564315353,0.26556016597510373,0.07503457814661134
weekday_active_thu_day30,Thursday Day 30,20260709_203501,50,2862,0.007690247777412814,1.344068398926005,0.985885145969867,0.7274633123689728,0.4975541579315164,0.23165618448637318
weekday_active_thu_day30,Thursday Day 30,20260709_203501,100,2812,0.044312457621510946,1.9413558191399107,1.6532669906976771,0.846728307254623,0.6852773826458037,0.37980085348506404
weekday_active_thu_day30,Thursday Day 30,20260709_204017,10,2902,0.004672448418897503,0.2926186924989238,0.0,0.23604410751206065,0.10337698139214335,0.01722949689869056
