model,threshold,cost_scenario,round_trip_cost_bps,signal_group,n_signals,coverage,gross_mean_signed_return_bps,net_mean_signed_return_bps,net_median_signed_return_bps,net_positive_share,gross_positive_share,mean_future_return_bps
logit_full,0.75,moderate_cost,2.0,both,533,0.44416666666666665,0.5790268298496172,-1.420973170150383,-1.2567476407789862,0.08442776735459662,0.7598499061913696,0.07646560418744858
logit_full,0.75,expensive_taker_like,5.0,both,533,0.44416666666666665,0.5790268298496172,-4.420973170150383,-4.256747640778986,0.01125703564727955,0.7598499061913696,0.07646560418744858
logit_full,0.75,very_expensive_round_trip,9.0,both,533,0.44416666666666665,0.5790268298496172,-8.420973170150384,-8.256747640778986,0.0,0.7598499061913696,0.07646560418744858
logit_full,0.75,no_cost,0.0,down,254,0.21166666666666667,0.5272935694447555,0.5272935694447555,0.6783400373244763,0.7440944881889764,0.7440944881889764,-0.5272935694447555
logit_full,0.75,very_optimistic_passive_like,0.5,down,254,0.21166666666666667,0.5272935694447555,0.027293569444755562,0.17834003732447634,0.6023622047244095,0.7440944881889764,-0.5272935694447555
logit_full,0.75,optimistic_low_cost,1.0,down,254,0.21166666666666667,0.5272935694447555,-0.4727064305552445,-0.32165996267552366,0.41732283464566927,0.7440944881889764,-0.5272935694447555
logit_full,0.75,moderate_cost,2.0,down,254,0.21166666666666667,0.5272935694447555,-1.4727064305552446,-1.3216599626755237,0.07086614173228346,0.7440944881889764,-0.5272935694447555
logit_full,0.75,expensive_taker_like,5.0,down,254,0.21166666666666667,0.5272935694447555,-4.4727064305552435,-4.321659962675524,0.0,0.7440944881889764,-0.5272935694447555
logit_full,0.75,very_expensive_round_trip,9.0,down,254,0.21166666666666667,0.5272935694447555,-8.472706430555245,-8.321659962675524,0.0,0.7440944881889764,-0.5272935694447555
logit_full,0.75,no_cost,0.0,up,279,0.2325,0.6261244934440072,0.6261244934440072,0.7432847855270985,0.7741935483870968,0.7741935483870968,0.6261244934440072
logit_full,0.75,very_optimistic_passive_like,0.5,up,279,0.2325,0.6261244934440072,0.1261244934440072,0.24328478552709853,0.6057347670250897,0.7741935483870968,0.6261244934440072
logit_full,0.75,optimistic_low_cost,1.0,up,279,0.2325,0.6261244934440072,-0.3738755065559928,-0.25671521447290147,0.33691756272401435,0.7741935483870968,0.6261244934440072
logit_full,0.75,moderate_cost,2.0,up,279,0.2325,0.6261244934440072,-1.3738755065559927,-1.2567152144729015,0.0967741935483871,0.7741935483870968,0.6261244934440072
logit_full,0.75,expensive_taker_like,5.0,up,279,0.2325,0.6261244934440072,-4.373875506555993,-4.2567152144729015,0.021505376344086023,0.7741935483870968,0.6261244934440072
logit_full,0.75,very_expensive_round_trip,9.0,up,279,0.2325,0.6261244934440072,-8.373875506555994,-8.256715214472901,0.0,0.7741935483870968,0.6261244934440072
logit_signal,0.5,no_cost,0.0,both,1201,1.0,0.21638760356583156,0.21638760356583156,0.4846922083312499,0.6344712739383847,0.6344712739383847,0.17809057360912442
logit_signal,0.5,very_optimistic_passive_like,0.5,both,1201,1.0,0.21638760356583156,-0.28361239643416847,-0.015307791668750126,0.4995836802664446,0.6344712739383847,0.17809057360912442
logit_signal,0.5,optimistic_low_cost,1.0,both,1201,1.0,0.21638760356583156,-0.7836123964341685,-0.5153077916687501,0.2939217318900916,0.6344712739383847,0.17809057360912442
logit_signal,0.5,moderate_cost,2.0,both,1201,1.0,0.21638760356583156,-1.7836123964341684,-1.51530779166875,0.07160699417152373,0.6344712739383847,0.17809057360912442
logit_signal,0.5,expensive_taker_like,5.0,both,1201,1.0,0.21638760356583156,-4.783612396434169,-4.51530779166875,0.006661115736885929,0.6344712739383847,0.17809057360912442
logit_signal,0.5,very_expensive_round_trip,9.0,both,1201,1.0,0.21638760356583156,-8.783612396434169,-8.51530779166875,0.0,0.6344712739383847,0.17809057360912442
logit_signal,0.5,no_cost,0.0,down,588,0.48959200666111574,0.03911116749830379,0.03911116749830379,0.3956816271644126,0.5816326530612245,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,very_optimistic_passive_like,0.5,down,588,0.48959200666111574,0.03911116749830379,-0.4608888325016962,-0.10431837283558743,0.4642857142857143,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,optimistic_low_cost,1.0,down,588,0.48959200666111574,0.03911116749830379,-0.9608888325016962,-0.6043183728355874,0.2789115646258503,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,moderate_cost,2.0,down,588,0.48959200666111574,0.03911116749830379,-1.9608888325016962,-1.6043183728355874,0.05612244897959184,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,expensive_taker_like,5.0,down,588,0.48959200666111574,0.03911116749830379,-4.960888832501696,-4.604318372835587,0.0,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,very_expensive_round_trip,9.0,down,588,0.48959200666111574,0.03911116749830379,-8.960888832501697,-8.604318372835587,0.0,0.5816326530612245,-0.03911116749830379
logit_signal,0.5,no_cost,0.0,up,613,0.5104079933388843,0.3864341686681257,0.3864341686681257,0.597924233303182,0.6851549755301795,0.6851549755301795,0.3864341686681257
logit_signal,0.5,very_optimistic_passive_like,0.5,up,613,0.5104079933388843,0.3864341686681257,-0.11356583133187427,0.097924233303182,0.533442088091354,0.6851549755301795,0.3864341686681257
logit_signal,0.5,optimistic_low_cost,1.0,up,613,0.5104079933388843,0.3864341686681257,-0.6135658313318743,-0.402075766696818,0.3083197389885807,0.6851549755301795,0.3864341686681257
logit_signal,0.5,moderate_cost,2.0,up,613,0.5104079933388843,0.3864341686681257,-1.6135658313318741,-1.402075766696818,0.0864600326264274,0.6851549755301795,0.3864341686681257
logit_signal,0.5,expensive_taker_like,5.0,up,613,0.5104079933388843,0.3864341686681257,-4.613565831331874,-4.402075766696818,0.013050570962479609,0.6851549755301795,0.3864341686681257
logit_signal,0.5,very_expensive_round_trip,9.0,up,613,0.5104079933388843,0.3864341686681257,-8.613565831331876,-8.402075766696818,0.0,0.6851549755301795,0.3864341686681257
