sample_type,sample_name,n_signals,n_signal_runs,directional_precision,mean_gross_bps,mean_net_bps,median_net_bps,total_net_bps
development_chronological_oos,fold_1_tue_to_wed,46,17,0.5652173913043478,1.102231667698647,0.1022316676986469,0.1531313283413835,4.7026567141377615
development_chronological_oos,fold_2_tue_wed_to_thu,61,20,0.6885245901639344,1.7226270038149458,0.7226270038149459,0.3831467542557707,44.0802472327117
development_chronological_oos,fold_3_tue_wed_thu_to_fri,118,31,0.635593220338983,0.7855783337244149,-0.2144216662755851,-0.3351077882081101,-25.30175662051904
development_pooled_oos,Day 43 pooled candidate,225,68,0.6355555555555555,1.1043606547836908,0.1043606547836907,-0.2122777540148881,23.481147326330408
final_frozen_holdout,Day 45 final holdout,37,17,0.6756756756756757,0.7158779792835611,-0.2841220207164389,-0.4297860272052247,-10.51251476650824
