feature_set,horizon,feature,standardized_coefficient,abs_standardized_coefficient
combined,10,spread_bps,0.046892882865618844,0.046892882865618844
combined,10,buy_trade_notional,-0.04168843119348706,0.04168843119348706
combined,10,transaction_lag_ms,-0.04148761609744051,0.04148761609744051
combined,10,trade_volume_rolling_sum_50e,0.03332118405956759,0.03332118405956759
combined,10,signed_trade_volume,0.03026296510398891,0.03026296510398891
combined,10,event_gap_ms,-0.027488593584105228,0.027488593584105228
combined,10,quote_changed,-0.024965818842539882,0.024965818842539882
combined,10,signed_trade_notional,0.021400001200578982,0.021400001200578982
combined,10,buy_trade_volume,-0.019679033554617937,0.019679033554617937
combined,10,trade_imbalance_rolling_50e,-0.01854963486944247,0.01854963486944247
combined,10,notional_imbalance_rolling_50e,-0.017812441671900443,0.017812441671900443
combined,10,trade_volume_rolling_sum_10e,0.016562577393961192,0.016562577393961192
combined,10,trade_notional_rolling_sum_50e,0.014277840003436175,0.014277840003436175
combined,10,trade_notional_rolling_sum_10e,0.009473838949110877,0.009473838949110877
combined,10,notional_imbalance_rolling_10e,0.007598213093018214,0.007598213093018214
combined,10,trade_imbalance_rolling_10e,0.007485937629774099,0.007485937629774099
combined,10,notional_imbalance,0.0032074908957464097,0.0032074908957464097
combined,10,trade_imbalance,0.0030336299624207403,0.0030336299624207403
book_only,20,imbalance_1,2.927325240353142,2.927325240353142
book_only,20,imbalance_5,-0.806919073444853,0.806919073444853
book_only,20,bid_depth_5,0.7565491478994996,0.7565491478994996
book_only,20,best_bid_qty,-0.4892112146559725,0.4892112146559725
book_only,20,best_ask_qty,0.39256196005479255,0.39256196005479255
book_only,20,ask_depth_5,-0.37250887657772885,0.37250887657772885
book_only,20,imbalance_10,-0.29800140004574716,0.29800140004574716
book_only,20,ask_depth_10,-0.11757418147019272,0.11757418147019272
book_only,20,bid_depth_10,-0.08285977559630354,0.08285977559630354
book_only,20,microprice_deviation_bps,-0.07383408689611806,0.07383408689611806
book_only,20,spread_bps,0.03770094006371314,0.03770094006371314
book_only,20,event_gap_ms,-0.026944327165444818,0.026944327165444818
book_only,20,quote_changed,-0.017620259483418353,0.017620259483418353
book_only,20,transaction_lag_ms,-0.012034152827821611,0.012034152827821611
trade_flow_only,20,trade_intensity_rolling_mean_10e,-1.0623152842793455,1.0623152842793455
trade_flow_only,20,trade_count_rolling_sum_50e,0.7355208446034945,0.7355208446034945
trade_flow_only,20,trade_intensity_rolling_mean_5e,-0.7139995536577499,0.7139995536577499
trade_flow_only,20,trade_count_rolling_sum_10e,0.6840046009122995,0.6840046009122995
trade_flow_only,20,trade_intensity_rolling_mean_50e,-0.6481243114887619,0.6481243114887619
trade_flow_only,20,trade_intensity_rolling_mean_20e,-0.5586493854860125,0.5586493854860125
trade_flow_only,20,trade_count_rolling_sum_5e,0.5327066964502972,0.5327066964502972
trade_flow_only,20,trade_intensity_per_second,-0.3205143512779232,0.3205143512779232
trade_flow_only,20,buy_trade_count,0.26472064984316307,0.26472064984316307
trade_flow_only,20,trade_imbalance_rolling_50e,0.21429483260053994,0.21429483260053994
trade_flow_only,20,notional_imbalance_rolling_50e,0.21416435033807002,0.21416435033807002
trade_flow_only,20,trade_count,0.19842407694190856,0.19842407694190856
trade_flow_only,20,signed_trade_volume_rolling_sum_50e,-0.18820208384410608,0.18820208384410608
trade_flow_only,20,trade_volume_rolling_sum_10e,0.18616309007579368,0.18616309007579368
trade_flow_only,20,notional_imbalance_rolling_20e,0.17912263001352546,0.17912263001352546
trade_flow_only,20,trade_imbalance_rolling_20e,0.1785891729210512,0.1785891729210512
trade_flow_only,20,trade_volume_rolling_sum_50e,0.17355550319257607,0.17355550319257607
trade_flow_only,20,trade_notional_rolling_sum_10e,0.16451432990367001,0.16451432990367001
trade_flow_only,20,trade_notional_rolling_sum_50e,0.13703435395590552,0.13703435395590552
trade_flow_only,20,signed_trade_notional_rolling_sum_50e,-0.13485281536315388,0.13485281536315388
trade_flow_only,20,trade_count_rolling_sum_20e,0.1347574005543906,0.1347574005543906
trade_flow_only,20,signed_trade_notional_rolling_sum_20e,0.1343858688618788,0.1343858688618788
trade_flow_only,20,signed_trade_volume_rolling_sum_20e,0.11999093738447471,0.11999093738447471
trade_flow_only,20,trade_volume_rolling_sum_20e,0.09372507829770853,0.09372507829770853
