model,cost_bps,n_signals,n_runs,mean_net_bps,median_net_bps,total_net_bps,positive_net_signal_share
two_stage_sensitivity_0p65_0p65,0.5,225,68,0.6043606547836907,0.28772224598511187,135.98114732633042,0.56
two_stage_sensitivity_0p65_0p65,1.0,225,68,0.10436065478369078,-0.21227775401488813,23.481147326330426,0.48
two_stage_sensitivity_0p65_0p65,1.5,225,68,-0.3956393452163092,-0.7122777540148881,-89.01885267366957,0.4
two_stage_sensitivity_0p65_0p65,2.0,225,68,-0.8956393452163093,-1.2122777540148881,-201.51885267366958,0.3333333333333333
two_stage_primary_0p75_0p65,0.5,69,38,0.38778066999728933,0.44385257022766555,26.756866229812964,0.5652173913043478
two_stage_primary_0p75_0p65,1.0,69,38,-0.11221933000271062,-0.056147429772334445,-7.743133770187033,0.4927536231884058
two_stage_primary_0p75_0p65,1.5,69,38,-0.6122193300027106,-0.5561474297723344,-42.24313377018703,0.4057971014492754
two_stage_primary_0p75_0p65,2.0,69,38,-1.1122193300027106,-1.0561474297723343,-76.74313377018703,0.3188405797101449
