move_feature_set,threshold_mode,entry_rule,n_signals,n_signal_runs,mean_signed_return_bps,median_signed_return_bps,trimmed_mean_signed_return_bps,mean_net_return_bps,median_net_return_bps,trimmed_mean_net_return_bps,mean_net_without_best_signal_bps,mean_net_without_worst_signal_bps,leave_one_signal_out_min_mean_net_bps,leave_one_signal_out_median_mean_net_bps,leave_one_signal_out_max_mean_net_bps,best_run_name,worst_run_name,mean_net_without_best_run_bps,mean_net_without_worst_run_bps,leave_one_run_out_min_mean_net_bps,leave_one_run_out_median_mean_net_bps,leave_one_run_out_max_mean_net_bps,bootstrap_mean_net_bps,bootstrap_ci_lower_2_5,bootstrap_ci_upper_97_5,bootstrap_share_mean_net_positive
medium_trade_flow,model_specific,first_eligible,21,13,2.652654822322687,2.9354683547744287,2.382315043682895,1.652654822322687,1.9354683547744287,1.3823150436828948,1.2546781047001474,1.9415468586855844,1.2546781047001478,1.6385141457000998,1.9415468586855844,20260709_201919,20260709_202947,1.0386679920701125,1.9415468586855837,1.0386679920701125,1.6993934902528791,1.9789614246935132,1.6043135868065663,-0.14739275393729517,3.192137381109255,0.964
