model,n_signals,n_runs,n_folds,directional_precision,positive_net_signal_share,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,total_net_bps,best_signal_fold,best_signal_run,best_signal_net_bps,worst_signal_fold,worst_signal_run,worst_signal_net_bps,mean_net_without_best_signal_bps,mean_net_without_worst_signal_bps,best_run_fold,best_run_name,best_run_total_net_bps,worst_run_fold,worst_run_name,worst_run_total_net_bps,mean_net_without_best_run_bps,mean_net_without_worst_run_bps,leave_one_run_out_min_mean_net_bps,leave_one_run_out_median_mean_net_bps,leave_one_run_out_max_mean_net_bps,leave_one_fold_out_min_mean_net_bps,leave_one_fold_out_median_mean_net_bps,leave_one_fold_out_max_mean_net_bps,bootstrap_mean_net_bps,bootstrap_ci_lower_2_5,bootstrap_ci_upper_97_5,bootstrap_share_mean_net_positive
two_stage_sensitivity_0p65_0p65,225,68,3,0.6355555555555555,0.48,1.1043606547836908,0.7877222459851119,0.10436065478369078,-0.2122777540148881,23.481147326330426,fold_2_tue_wed_to_thu,20260709_201919,10.68239103299218,fold_1_tue_to_wed,20260708_190508,-10.341127824218365,0.05713730488097427,0.15099229977923564,fold_2_tue_wed_to_thu,20260709_201919,15.98004970426315,fold_3_tue_wed_thu_to_fri,20260717_193639,-20.53388821020806,0.03440870468838196,0.205677736152049,0.03440870468838196,0.10706430124531569,0.205677736152049,-0.12560426772183708,0.1049077687831992,0.4559149901574717,0.11303407078173819,-0.32736622246332686,0.5709123206299851,0.6839
two_stage_primary_0p75_0p65,69,38,3,0.6231884057971014,0.4927536231884058,0.8877806699972893,0.9438525702276656,-0.11221933000271056,-0.0561474297723343,-7.743133770187029,fold_2_tue_wed_to_thu,20260709_201919,10.68239103299218,fold_2_tue_wed_to_thu,20260709_201919,-12.198040026665357,-0.2709636000467531,0.06551332730115185,fold_1_tue_to_wed,20260708_194153,9.981949785702216,fold_3_tue_wed_thu_to_fri,20260717_185958,-14.323054954179176,-0.26066299346895955,0.10612776103213134,-0.26066299346895955,-0.11101859082408022,0.10612776103213134,-0.2288129261864346,-0.20292096209358246,0.2931182995300415,-0.09633796507797397,-0.8774450575829942,0.7739977855607181,0.3889
