move_feature_set,move_threshold,direction_threshold,n_folds,supported_folds,positive_mean_net_folds,total_signals,minimum_fold_signals,total_signal_runs,minimum_fold_signal_runs,mean_fold_mean_net_bps,median_fold_mean_net_bps,minimum_fold_mean_net_bps,maximum_fold_mean_net_bps,std_fold_mean_net_bps,median_fold_median_net_bps,median_fold_trimmed_mean_net_bps,mean_directional_precision,base_eligible,eligible_neighbor_count,neighbor_positive_share,neighbor_median_net_bps,neighbor_minimum_net_bps,plateau_eligible,selection_source,model_role
medium_trade_flow,0.65,0.65,3,3,2,56,10,22,5,-0.43538782087993333,0.049265364071112164,-1.6332478403392463,0.27781901362833405,1.0436525582519216,-0.0074814744794862165,0.1600448497172084,0.5212121212121211,True,2,1.0,0.04823184638282507,0.047198328694537973,False,base_eligible_fallback,PRIMARY
reduced_trade_flow,0.75,0.55,3,3,2,36,6,21,5,-0.651989067746909,0.16540176499695886,-2.3960571404366315,0.2746881721989456,1.5113953689658812,0.01674939789964114,0.03818064681265865,0.5648148148148148,True,1,1.0,0.16540176499695886,0.16540176499695886,False,base_eligible_fallback,CHALLENGER
