fold,validation_batch,model,model_family,n_signals,n_signal_runs,signal_run_coverage,directional_precision,positive_net_signal_share,mean_signed_return_bps,median_signed_return_bps,mean_net_return_bps,median_net_return_bps,total_net_return_bps
fold_1_tue_to_wed,weekday_active_wed_day29,two_stage_primary_0p75_0p65,two_stage,16,12,0.3333333333333333,0.625,0.625,1.2739969573558745,1.4423475731656366,0.2739969573558746,0.4423475731656365,4.3839513176939935
fold_1_tue_to_wed,weekday_active_wed_day29,two_stage_sensitivity_0p65_0p65,two_stage,46,17,0.4722222222222222,0.5652173913043478,0.5217391304347826,1.102231667698647,1.1531313283413835,0.1022316676986469,0.1531313283413835,4.7026567141377615
fold_2_tue_wed_to_thu,weekday_active_thu_day30,two_stage_primary_0p75_0p65,two_stage,12,8,0.2352941176470588,0.5,0.5,1.318613422428931,0.6037246807932828,0.3186134224289308,-0.3962753192067172,3.82336106914717
fold_2_tue_wed_to_thu,weekday_active_thu_day30,two_stage_sensitivity_0p65_0p65,two_stage,61,20,0.5882352941176471,0.6885245901639344,0.5573770491803278,1.722627003814946,1.3831467542557707,0.7226270038149459,0.3831467542557707,44.0802472327117
fold_3_tue_wed_thu_to_fri,weekday_active_fri_day39,two_stage_primary_0p75_0p65,two_stage,41,18,0.5,0.6585365853658537,0.4390243902439024,0.6109647278773612,0.8223105503235573,-0.3890352721226389,-0.1776894496764427,-15.950446157028194
fold_3_tue_wed_thu_to_fri,weekday_active_fri_day39,two_stage_sensitivity_0p65_0p65,two_stage,118,31,0.8611111111111112,0.635593220338983,0.423728813559322,0.785578333724415,0.6648922117918898,-0.2144216662755851,-0.3351077882081101,-25.30175662051904
