evaluation_method,model,algorithm,feature_set,threshold,role,n_features,run_name,row_in_run,event_time,target_horizon,target_label,signal,predicted_proba_up,future_mid_return_bps,signed_return_bps,is_correct_signal,is_positive_signed_return,cooldown_trade_id
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2271,1782916951312,50,up,up,0.9179648883821125,0.23465581439507943,0.23465581439507943,True,True,44
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2324,1782916956718,50,down,up,0.8562379947611094,-6.70429451965826,-6.70429451965826,False,False,45
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2375,1782916961920,50,down,up,0.9121728567903817,-0.352211595309182,-0.352211595309182,False,False,46
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2426,1782916967122,50,down,up,0.8768477913086323,-1.7778925767109044,-1.7778925767109044,False,False,47
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2477,1782916972324,50,up,up,0.8982486773431918,1.274942103368648,1.274942103368648,True,True,48
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2528,1782916977526,50,up,up,0.9231049745972175,2.5495591527069372,2.5495591527069372,True,True,49
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2579,1782916982728,50,up,up,0.9524820616764494,1.5930683082543418,1.5930683082543418,True,True,50
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2630,1782916987930,50,up,up,0.9326696764870862,1.1904193042422406,1.1904193042422406,True,True,51
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2682,1782916993234,50,down,up,0.8531037777356489,-0.9891039305132132,-0.9891039305132132,False,False,52
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2733,1782916998436,50,up,up,0.9358133574061154,0.06706171605808109,0.06706171605808109,True,True,53
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2784,1782917003638,50,up,up,0.9300297954052726,0.5029594975103358,0.5029594975103358,True,True,54
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_193836,2837,1782917009044,50,up,up,0.9483795786782142,1.5924220823682056,1.5924220823682056,True,True,55
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,11,1782917035978,50,up,up,0.9067204870504336,1.0226380205069496,1.0226380205069496,True,True,1
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,66,1782917041590,50,up,up,0.860204883919871,2.2797467134338945,2.2797467134338945,True,True,2
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,117,1782917046792,50,down,up,0.919391471505516,-0.6033248225423282,-0.6033248225423282,False,False,3
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,168,1782917051994,50,down,up,0.9566643812298449,-0.9888420073500548,-0.9888420073500548,False,False,4
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,219,1782917057196,50,down,up,0.9307236478626771,-5.715736797863302,-5.715736797863302,False,False,5
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,270,1782917062400,50,down,up,0.9338885588695737,-3.4548831670877522,-3.4548831670877522,False,False,6
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,321,1782917067602,50,down,up,0.9179522064479112,-2.046803002760944,-2.046803002760944,False,False,7
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,376,1782917073212,50,up,up,0.9299352267671608,0.36918729291013364,0.36918729291013364,True,True,8
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,427,1782917078414,50,down,up,0.9139153494047204,-2.584319723981654,-2.584319723981654,False,False,9
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,481,1782917083922,50,up,up,0.9372871274328303,0.01678563485318918,0.01678563485318918,True,True,10
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,532,1782917089126,50,down,up,0.9030509134196791,-0.889637153932421,-0.889637153932421,False,False,11
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,583,1782917094328,50,up,up,0.9271486954842327,1.8800857789136316,1.8800857789136316,True,True,12
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,634,1782917099530,50,down,up,0.9326696764870862,-4.1454812156827,-4.1454812156827,False,False,13
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,685,1782917104732,50,down,up,0.885294584943739,-0.35259598796133496,-0.35259598796133496,False,False,14
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,736,1782917109934,50,up,up,0.9410644224014676,0.10074526308301301,0.10074526308301301,True,True,15
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,787,1782917115136,50,down,up,0.9498514884276184,-3.005536735970482,-3.005536735970482,False,False,16
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,842,1782917120746,50,up,up,0.9186894489666065,1.3604562399160969,1.3604562399160969,True,True,17
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,897,1782917126356,50,up,up,0.8608648449009015,1.6964454429024833,1.6964454429024833,True,True,18
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,948,1782917131558,50,down,up,0.9401429409357622,-1.9480623077650083,-1.9480623077650083,False,False,19
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,999,1782917136760,50,up,up,0.9316988224074189,0.6550795963700118,0.6550795963700118,True,True,20
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1050,1782917141962,50,down,up,0.8703773990540787,-3.846370261008092,-3.846370261008092,False,False,21
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1108,1782917147878,50,up,up,0.9171024964000961,0.6217447670531229,0.6217447670531229,True,True,22
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1170,1782917154202,50,down,up,0.9219938018992607,-2.6548843571017056,-2.6548843571017056,False,False,23
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1221,1782917159404,50,down,up,0.930975873556374,-0.10084516653297015,-0.10084516653297015,False,False,24
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1272,1782917164606,50,up,up,0.9325355403692066,0.05042309175751214,0.05042309175751214,True,True,25
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1323,1782917169808,50,down,up,0.8818355923511915,-5.613940725862632,-5.613940725862632,False,False,26
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1374,1782917175010,50,up,up,0.9236798533284803,0.5550094225470481,0.5550094225470481,True,True,27
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1425,1782917180220,50,up,up,0.9172905482439782,0.11772352965566668,0.11772352965566668,True,True,28
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1476,1782917185422,50,down,up,0.9521777205080877,-4.086640134338682,-4.086640134338682,False,False,29
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1527,1782917190626,50,down,up,0.9388376764348949,-6.561486597322919,-6.561486597322919,False,False,30
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1578,1782917195828,50,up,up,0.9099564183029148,2.356951956059561,2.356951956059561,True,True,31
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1629,1782917201030,50,up,up,0.9590852674232925,7.220672330434663,7.220672330434663,True,True,32
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1680,1782917206232,50,up,up,0.9529961481095774,1.3959985299960564,1.3959985299960564,True,True,33
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1731,1782917211434,50,down,up,0.9195149343814136,-4.5573830867273735,-4.5573830867273735,False,False,34
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1782,1782917216636,50,up,up,0.895090822433754,1.867666569357329,1.867666569357329,True,True,35
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1833,1782917221838,50,up,up,0.9372383169900954,2.758920017393862,2.758920017393862,True,True,36
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1884,1782917227042,50,up,up,0.9328291342793784,6.441310495552965,6.441310495552965,True,True,37
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1935,1782917232244,50,up,up,0.9439377823754509,3.596641677849899,3.596641677849899,True,True,38
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,1986,1782917237448,50,up,up,0.9485822263671629,1.2264506769432693,1.2264506769432693,True,True,39
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2037,1782917242652,50,down,up,0.9220551192553068,-2.5869896260033443,-2.5869896260033443,False,False,40
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2088,1782917247854,50,down,up,0.9286248197200683,-1.7475100082753325,-1.7475100082753325,False,False,41
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2141,1782917253260,50,down,up,0.9078270049815749,-0.4705656955916737,-0.4705656955916737,False,False,42
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2192,1782917258464,50,up,up,0.9468508938155134,1.8151245251041281,1.8151245251041281,True,True,43
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2243,1782917263666,50,up,up,0.9051939370747958,2.839818285236273,2.839818285236273,True,True,44
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2294,1782917268868,50,down,up,0.9418602922122422,-1.2263188176953044,-1.2263188176953044,False,False,45
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2366,1782917276220,50,down,up,0.8926497763390403,-0.7058224470035679,-0.7058224470035679,False,False,46
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2417,1782917281422,50,up,up,0.9345268614366913,7.394852342446079,7.394852342446079,True,True,47
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2468,1782917286624,50,down,up,0.9466677892935662,-1.3771132180195877,-1.3771132180195877,False,False,48
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2519,1782917291826,50,down,up,0.8541787423303866,-0.386316663769648,-0.386316663769648,False,False,49
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2570,1782917297028,50,up,up,0.9355189434234684,2.485959786242553,2.485959786242553,True,True,50
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2625,1782917302638,50,up,up,0.8925194308973364,2.9891274686533187,2.9891274686533187,True,True,51
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2676,1782917307840,50,up,up,0.935095495710856,1.4605414579738074,1.4605414579738074,True,True,52
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2727,1782917313042,50,up,up,0.9567407912169786,4.464866452655869,4.464866452655869,True,True,53
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2778,1782917318244,50,down,up,0.9358255477209428,-0.3523321451903705,-0.3523321451903705,False,False,54
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194351,2829,1782917323446,50,up,up,0.9318417097357471,3.137544410094506,3.137544410094506,True,True,55
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,11,1782917350070,50,up,up,0.9324320553089004,1.6261266585027023,1.6261266585027023,True,True,1
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,62,1782917355272,50,up,up,0.8811089371378046,1.0224494704624831,1.0224494704624831,True,True,2
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,113,1782917360474,50,down,up,0.9292275642964015,-2.0615671094559307,-2.0615671094559307,False,False,3
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,164,1782917365678,50,down,up,0.9297090079653223,-3.889286106447676,-3.889286106447676,False,False,4
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,235,1782917372922,50,down,up,0.8757003618801049,-1.7612854364335018,-1.7612854364335018,False,False,5
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,296,1782917379144,50,down,up,0.922970212072758,-1.9798009964433483,-1.9798009964433483,False,False,6
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,347,1782917384346,50,up,up,0.9293994988607867,1.30899607552859,1.30899607552859,True,True,7
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,398,1782917389550,50,down,up,0.944538740439891,-0.6040729619460894,-0.6040729619460894,False,False,8
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,450,1782917394854,50,up,up,0.9170916385852966,0.587328636383333,0.587328636383333,True,True,9
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,501,1782917400056,50,up,up,0.8823604392586256,6.199997315292638,6.199997315292638,True,True,10
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,552,1782917405258,50,down,up,0.9378371564939301,-2.9681178862639435,-2.9681178862639435,False,False,11
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,603,1782917410460,50,down,up,0.8973180723234545,-1.8954627151590575,-1.8954627151590575,False,False,12
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,654,1782917415662,50,up,up,0.9164413757024258,2.717904193876297,2.717904193876297,True,True,13
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,705,1782917420866,50,down,up,0.9258536032428503,-2.70039306653036,-2.70039306653036,False,False,14
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,756,1782917426068,50,down,up,0.9299865508387576,-1.1744010764225266,-1.1744010764225266,False,False,15
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,807,1782917431270,50,down,up,0.9543739778553261,-0.9899685978609352,-0.9899685978609352,False,False,16
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,865,1782917437188,50,up,up,0.9236827267719987,0.016780790024206738,0.016780790024206738,True,True,17
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,916,1782917442390,50,up,up,0.9166912069269542,0.15102685676948724,0.15102685676948724,True,True,18
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,967,1782917447594,50,down,up,0.8723096438500711,-0.8558145466652789,-0.8558145466652789,False,False,19
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1018,1782917452796,50,up,up,0.9098058550326387,2.836177202338863,2.836177202338863,True,True,20
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1069,1782917457998,50,up,up,0.9573603584237529,2.8185956850301785,2.8185956850301785,True,True,21
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1120,1782917463200,50,up,up,0.9282448596624815,1.5095364968176206,1.5095364968176206,True,True,22
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1171,1782917468402,50,up,up,0.9462427419427197,0.5701832719973154,0.5701832719973154,True,True,23
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1234,1782917474830,50,up,up,0.9056299684171872,1.6098347487880638,1.6098347487880638,True,True,24
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1285,1782917480032,50,up,up,0.9255486233054643,0.9724519453646607,0.9724519453646607,True,True,25
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1336,1782917485234,50,down,up,0.9326696764870862,-0.15088304300969746,-0.15088304300969746,False,False,26
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1387,1782917490436,50,up,up,0.9488306810834564,2.6824056820062836,2.6824056820062836,True,True,27
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1438,1782917495638,50,up,up,0.9381478332982142,0.10056323793694588,0.10056323793694588,True,True,28
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1489,1782917500842,50,up,up,0.9420010546629605,0.016760371108759387,0.016760371108759387,True,True,29
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1540,1782917506048,50,up,up,0.8568542312670299,4.223606440327821,4.223606440327821,True,True,30
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1591,1782917511250,50,down,up,0.9191842320526205,-2.0103920515801565,-2.0103920515801565,False,False,31
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1642,1782917516454,50,down,up,0.8797754939512061,-0.9551282427222585,-0.9551282427222585,False,False,32
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1693,1782917521660,50,down,up,0.9348973242220295,-4.893405047413646,-4.893405047413646,False,False,33
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1747,1782917527168,50,up,up,0.8571324290544957,0.11736508673809709,0.11736508673809709,True,True,34
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1798,1782917532370,50,down,up,0.8831397148472331,-2.2802092091944726,-2.2802092091944726,False,False,35
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1850,1782917537674,50,up,up,0.8933664128520946,6.7415673808746135,6.7415673808746135,True,True,36
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1901,1782917542876,50,up,up,0.921926692987696,1.9774387643356484,1.9774387643356484,True,True,37
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,1952,1782917548078,50,up,up,0.9374588789521413,0.31833820753890407,0.31833820753890407,True,True,38
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2003,1782917553280,50,down,up,0.8508617290205878,-1.5916403696958348,-1.5916403696958348,False,False,39
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2054,1782917558482,50,up,up,0.942441851976357,1.524866637006017,1.524866637006017,True,True,40
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2105,1782917563684,50,down,up,0.9039716614272335,-1.0890718343403716,-1.0890718343403716,False,False,41
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2156,1782917568888,50,up,up,0.9313015123541535,0.45243295823338414,0.45243295823338414,True,True,42
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2209,1782917574294,50,up,up,0.9341893350172756,1.2399453418687756,1.2399453418687756,True,True,43
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2260,1782917579496,50,up,up,0.9495798413010932,4.104564191613758,4.104564191613758,True,True,44
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2311,1782917584698,50,down,up,0.9470625821148998,-1.1052379066456286,-1.1052379066456286,False,False,45
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2362,1782917589900,50,down,up,0.9444862318167067,-0.3852012383387393,-0.3852012383387393,False,False,46
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2413,1782917595102,50,up,up,0.913072828867262,1.591083234588897,1.591083234588897,True,True,47
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2464,1782917600304,50,down,up,0.9376987039181229,-1.5740845400624703,-1.5740845400624703,False,False,48
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2517,1782917605710,50,down,up,0.8660414963323316,-2.2107645812063925,-2.2107645812063925,False,False,49
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2577,1782917611830,50,up,up,0.9328381622636701,2.529734855305499,2.529734855305499,True,True,50
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2628,1782917617032,50,up,up,0.9436091308488048,4.656214748643972,4.656214748643972,True,True,51
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2679,1782917622234,50,up,up,0.9350526928516713,0.7366118699980717,0.7366118699980717,True,True,52
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2730,1782917627436,50,down,up,0.8696632572737119,-0.585898102275495,-0.585898102275495,False,False,53
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2781,1782917632638,50,down,up,0.9197891433532321,-3.04703228263703,-3.04703228263703,False,False,54
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_194906,2842,1782917638860,50,up,up,0.9169649236041557,0.9546051744613315,0.9546051744613315,True,True,55
cooldown_first_signal,hist_gradient_boosting_dynamic_full,hist_gradient_boosting,dynamic_full,0.85,candidate_c,42,20260701_195416,11,1782917660796,50,up,up,0.9332738003329526,0.5864950302925109,0.5864950302925109,True,True,1
