,count,mean,std,min,25%,50%,75%,max
future_mid_change_1e,554.0,-0.04350180505413587,0.5341190825938243,-5.80000000000291,0.0,0.0,0.0,3.8000000000029104
future_mid_change_ticks_1e,554.0,-0.43501805054135867,5.341190825938243,-58.000000000029104,0.0,0.0,0.0,38.000000000029104
future_mid_return_1e_bps,554.0,-0.005631965443988417,0.06915744891483468,-0.750849398382103,0.0,0.0,0.0,0.4921384126332917
future_mid_change_5e,550.0,-0.2190909090908297,1.450161441583603,-6.400000000008731,0.0,0.0,0.0,11.5
future_mid_change_ticks_5e,550.0,-2.1909090909082973,14.50161441583603,-64.00000000008731,0.0,0.0,0.0,115.0
future_mid_return_5e_bps,550.0,-0.028364036160109164,0.187777498560103,-0.8285234740779135,0.0,0.0,0.0,1.489366248759172
future_mid_change_10e,545.0,-0.44220183486222514,2.1816873856930075,-8.89999999999418,0.0,0.0,0.0,11.5
future_mid_change_ticks_10e,545.0,-4.4220183486222515,21.816873856930073,-88.99999999994179,0.0,0.0,0.0,115.0
future_mid_return_10e_bps,545.0,-0.05724799946778766,0.28250549834926375,-1.1523907251964616,0.0,0.0,0.0,1.489366248759172
