direction_label,n_signals,n_runs,directional_precision,positive_net_signal_share,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,total_net_bps
DOWN_SHORT,23,12,0.6086956521739131,0.30434782608695654,0.35800277231157196,0.4640201055405857,-0.641997227688428,-0.5359798944594143,-14.765936236833845
UP_LONG,14,8,0.7857142857142857,0.42857142857142855,1.3038158193089717,0.7869921903647104,0.30381581930897167,-0.21300780963528965,4.253421470325604
