horizon_events,train_runs,validation_runs,test_runs,train_all_rows,validation_all_rows,test_all_rows,train_move_rows,validation_move_rows,test_move_rows,train_move_share,validation_move_share,test_move_share,train_up_share_among_moves,validation_up_share_among_moves,test_up_share_among_moves
50,36,36,34,102983,103138,97306,64598,52174,45954,0.6272685783090413,0.5058659272043282,0.4722627587199145,0.5186538282918975,0.49275501207497985,0.5052661357009183
