model,algorithm,feature_set,n_features,horizon,threshold,signal_group,n_signals,coverage,precision,mean_future_return_bps,median_future_return_bps,mean_signed_return_bps,median_signed_return_bps,positive_signed_return_share,break_even_round_trip_cost_bps
random_forest_static_full,random_forest,static_full,14,50,0.85,both,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.9,up,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.9,down,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.9,both,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.95,up,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.95,down,0,0.0,,,,,,,
random_forest_static_full,random_forest,static_full,14,50,0.95,both,0,0.0,,,,,,,
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.5,up,749,0.4838501291989664,0.6128170894526035,0.8360673352621132,0.8562937184386499,0.8360673352621132,0.8562937184386499,0.6128170894526035,0.8360673352621132
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.5,down,799,0.5161498708010336,0.43679599499374216,0.32178303990901247,0.5166744571472037,-0.32178303990901247,-0.5166744571472037,0.43679599499374216,-0.32178303990901247
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.5,both,1548,1.0,0.5219638242894057,0.5706195626606096,0.6864347917201474,0.23844301371060855,0.03231364920419644,0.5219638242894057,0.23844301371060855
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.55,up,631,0.4076227390180879,0.6117274167987322,0.9204831224659101,0.8711229985336466,0.9204831224659101,0.8711229985336466,0.6117274167987322,0.9204831224659101
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.55,down,712,0.4599483204134367,0.45786516853932585,0.22943516100676228,0.4846788961931914,-0.22943516100676228,-0.4846788961931914,0.45786516853932585,-0.22943516100676228
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.55,both,1343,0.8675710594315246,0.530156366344006,0.5541196462492958,0.6453116895799305,0.3108466237075016,0.08078294833513411,0.530156366344006,0.3108466237075016
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.6,up,546,0.35271317829457366,0.6227106227106227,1.0200767499417391,0.9210922861746518,1.0200767499417391,0.9210922861746518,0.6227106227106227,1.0200767499417391
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.6,down,637,0.4114987080103359,0.45682888540031397,0.3012304579484418,0.4846788961931914,-0.3012304579484418,-0.4846788961931914,0.45682888540031397,-0.3012304579484418
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.6,both,1183,0.7642118863049095,0.5333896872358411,0.633005669637656,0.6947064178741691,0.3086036380008724,0.08078294833513411,0.5333896872358411,0.3086036380008724
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.65,up,450,0.29069767441860467,0.6666666666666666,1.4307043376197346,1.1629155909020916,1.4307043376197346,1.1629155909020916,0.6666666666666666,1.4307043376197346
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.65,down,525,0.3391472868217054,0.49714285714285716,0.1331592407096535,0.080749288799975,-0.1331592407096535,-0.080749288799975,0.49714285714285716,-0.1331592407096535
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.65,both,975,0.6298449612403101,0.5753846153846154,0.7320262085143062,0.7425528806614956,0.5886239492885256,0.549302749017766,0.5753846153846154,0.5886239492885256
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.7,up,364,0.2351421188630491,0.7005494505494505,1.7076441750160898,1.477974271150151,1.7076441750160898,1.477974271150151,0.7005494505494505,1.7076441750160898
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.7,down,429,0.2771317829457364,0.5501165501165501,-0.09535178309805717,-0.03231364920419644,0.09535178309805717,0.03231364920419644,0.5501165501165501,0.09535178309805717
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.7,both,793,0.5122739018087855,0.6191677175283733,0.7322529189871251,0.5654605393368151,0.8354204220112526,0.7753396755050268,0.6191677175283733,0.8354204220112526
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.75,up,254,0.1640826873385013,0.8110236220472441,2.325123143511323,2.0513111851194754,2.325123143511323,2.0513111851194754,0.8110236220472441,2.325123143511323
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.75,down,320,0.20671834625322996,0.546875,0.004650615578097294,-0.056549461132648915,-0.004650615578097294,0.056549461132648915,0.546875,-0.004650615578097294
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.75,both,574,0.3708010335917313,0.6637630662020906,1.03147992236388,0.7753396755050268,1.0262945670154788,1.1467676899012957,0.6637630662020906,1.0262945670154788
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.8,up,172,0.1111111111111111,0.9302325581395349,3.430937386837102,3.0690528822030494,3.430937386837102,3.0690528822030494,0.9302325581395349,3.430937386837102
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.8,down,160,0.10335917312661498,0.55,0.30809087469924756,-0.056549461132648915,-0.30809087469924756,0.056549461132648915,0.55,-0.30809087469924756
hist_gradient_boosting_static_full,hist_gradient_boosting,static_full,14,50,0.8,both,332,0.2144702842377261,0.7469879518072289,1.9259511159272924,1.6882980759591604,1.6289960559762107,1.4780576435330373,0.7469879518072289,1.6289960559762107
