run_name,row_in_run,future_return_bps,move_probability,direction_probability_up,direction_confidence,signal_direction,signed_return_bps,net_return_bps_1bps_cost,specification,move_threshold,direction_threshold
20260717_193639,1669,1.185507409027231,0.7938482083044708,0.3461724416737939,0.6538275583262061,-1,-1.185507409027231,-2.185507409027231,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_194153,2409,-4.396337755764312,0.8038134508075234,0.6625380413508306,0.6625380413508306,1,-4.396337755764312,-5.396337755764312,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_194705,1566,-5.191282127982033,0.7859580843249281,0.3045232068083972,0.6954767931916028,-1,5.191282127982033,4.191282127982033,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_200247,1872,-7.092249218781932,0.7510921295879257,0.3208304313856758,0.6791695686143242,-1,7.092249218781932,6.092249218781932,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_200247,2228,4.101171774719692,0.8753480845434719,0.31756288553327744,0.6824371144667225,-1,-4.101171774719692,-5.101171774719692,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_201317,282,-0.668408241473184,0.7902649640857949,0.3408493966989101,0.6591506033010899,-1,0.668408241473184,-0.331591758526816,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_202902,1811,-9.00164832293826,0.8224443298542286,0.3486830354721679,0.651316964527832,-1,9.00164832293826,8.00164832293826,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_202902,2031,-1.2502522265178673,0.7557730289703546,0.652656071352001,0.652656071352001,1,-1.2502522265178673,-2.2502522265178673,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_210027,410,-0.14992622051734905,0.8728588827222086,0.326417422702294,0.673582577297706,-1,0.14992622051734905,-0.850073779482651,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_210027,522,2.8092614088759404,0.7542054656320614,0.6621998172931229,0.6621998172931229,1,2.8092614088759404,1.8092614088759404,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_210541,2590,3.1496931017782615,0.80056177801347,0.34279593498996197,0.657204065010038,-1,-3.1496931017782615,-4.1496931017782615,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_212123,611,1.964924906725507,0.9778841671184679,0.3401336214709711,0.6598663785290289,-1,-1.964924906725507,-2.964924906725507,confirmatory_primary_medium_0p75_0p65,0.75,0.65
20260717_214215,1023,-1.441896306382251,0.7761535750737172,0.26173048487802114,0.7382695151219789,-1,1.441896306382251,0.44189630638225097,confirmatory_primary_medium_0p75_0p65,0.75,0.65
