cost_bps,n_signals,mean_net_bps,median_net_bps,total_net_bps,positive_net_signal_share
0.5,37,0.21587797928356106,0.07021397279477526,7.987485233491759,0.5405405405405406
1.0,37,-0.28412202071643894,-0.42978602720522474,-10.512514766508241,0.35135135135135137
1.5,37,-0.7841220207164391,-0.9297860272052247,-29.012514766508247,0.2972972972972973
2.0,37,-1.284122020716439,-1.4297860272052247,-47.51251476650825,0.24324324324324326
