point_estimate_status,evidence_status,mean_net_bps,bootstrap_ci_lower_2_5,bootstrap_ci_upper_97_5,bootstrap_share_mean_net_positive,model_status
NON_POSITIVE_POINT_ESTIMATE,INSUFFICIENT_ROBUST_EVIDENCE,-0.28412202071643894,-0.737148399121975,0.1906744909790449,0.1159,FINAL_FROZEN_HOLDOUT_EVALUATED
