outcome_bucket,n_signals,n_runs,mean_gross_bps,mean_net_bps,total_net_bps,share
correct_direction_below_cost,12,9,0.5635935674820162,-0.4364064325179838,-5.2368771902158056,0.32432432432432434
profitable_after_cost,13,10,2.6339859445238067,1.6339859445238065,21.241817278809485,0.35135135135135137
wrong_direction,12,11,-1.2097879045918265,-2.2097879045918263,-26.517454855101917,0.32432432432432434
