move_feature_set,move_threshold,direction_threshold,n_folds,supported_folds,positive_mean_net_folds,total_signals,minimum_fold_signals,total_signal_runs,minimum_fold_signal_runs,mean_fold_mean_net_bps,median_fold_mean_net_bps,minimum_fold_mean_net_bps,maximum_fold_mean_net_bps,std_fold_mean_net_bps,median_fold_median_net_bps,median_fold_trimmed_mean_net_bps,mean_directional_precision,base_eligible,eligible_neighbor_count,neighbor_positive_share,neighbor_median_net_bps,neighbor_minimum_net_bps,plateau_eligible
reduced_trade_flow,0.5,0.65,3,3,0,404,50,50,15,-0.4215013320589384,-0.4069453149809807,-0.6253792845733789,-0.2321793966224557,0.19700367051411755,-0.5170307047731573,-0.4206288693158353,0.6076735995254513,False,0,,,,False
reduced_trade_flow,0.5,0.7,3,1,1,42,0,16,0,1.8433252135379312,1.8433252135379312,-0.015559245526513176,3.7022096726023754,2.6288596128935113,1.87460556849084,1.9130891576656208,0.575,False,0,,,,False
reduced_trade_flow,0.55,0.55,3,3,1,490,91,50,14,-0.2554329768701305,-0.464538535810815,-0.5078928635145216,0.20613246871494512,0.40031474473378087,-0.531450572478608,-0.4059811856103935,0.6127230296585134,False,0,,,,False
reduced_trade_flow,0.55,0.6,3,3,1,390,77,48,14,-0.22167257282605876,-0.3695163538641875,-0.5618940816649229,0.26639271705093426,0.43348367088678014,-0.483272981233295,-0.4576941498852753,0.6304892342010247,False,0,,,,False
reduced_trade_flow,0.55,0.65,3,3,0,190,25,42,11,-0.5120518661480528,-0.610568930738778,-0.676535951155598,-0.24905071654978223,0.2301415118208299,-0.5807780276091403,-0.5180173355488605,0.5662962962962963,False,0,,,,False
reduced_trade_flow,0.55,0.7,3,1,0,23,0,13,0,-0.583795088647678,-0.583795088647678,-0.583795088647678,-0.583795088647678,,-0.5653738147383116,-0.25248455163273004,0.5652173913043478,False,0,,,,False
reduced_trade_flow,0.6,0.55,3,3,0,241,43,42,12,-0.5424547646075407,-0.675132256338014,-0.7487462382215243,-0.20348579926308402,0.2958542279268712,-0.7413002089818868,-0.6057803152008487,0.5892090776317268,False,0,,,,False
reduced_trade_flow,0.6,0.6,3,3,0,188,35,36,9,-0.40993499949803286,-0.40610735741376225,-0.47407166683109636,-0.34962597424924013,0.062311080342812436,-0.4697603550730669,-0.4890741048896154,0.6153951981538189,False,0,,,,False
reduced_trade_flow,0.6,0.65,3,3,0,89,12,29,6,-0.6622361704841799,-0.7898340857369817,-1.0194169636436963,-0.1774574620718618,0.43524116482063,-0.4905584602994386,-0.7607928955302888,0.5696969696969697,False,0,,,,False
reduced_trade_flow,0.6,0.7,3,1,0,16,0,10,0,-1.1148667870729674,-1.1148667870729674,-1.1148667870729674,-1.1148667870729674,,-0.9028942609152759,-0.9283172851685266,0.5,False,0,,,,False
reduced_trade_flow,0.65,0.55,3,3,0,108,22,31,7,-0.7489874937523422,-0.6252395246973911,-1.3328391289263029,-0.2888838276333327,0.5328656844443475,-0.33728497635621046,-0.7308410923533991,0.5601851851851852,False,0,,,,False
