run_name,horizon,n,mean_bps,std_bps,median_bps,mean_abs_bps,median_abs_bps,share_positive,share_abs_ge_1_bps,share_abs_ge_2_bps
20260704_145704,50,2863,-0.03969408784671079,0.18293131613938385,0.0,0.0659733831037576,0.0,0.04086622424030737,0.0,0.0
20260704_125643,100,2812,-0.12164679877088547,0.8602948355749592,0.0,0.5400369529766862,0.0,0.19274537695590327,0.2592460881934566,0.006756756756756757
20260704_130157,100,2813,-0.09606663110979169,0.7048157826413424,0.0,0.34474331203306163,0.0,0.14397440455030217,0.13544258798435835,0.029861357980803412
20260704_130711,100,2812,-0.15260743584582193,0.5894612332345264,0.0,0.3423043118150898,0.01600157455428075,0.19238975817923187,0.08179231863442389,0.0
20260704_131225,100,2812,-0.02678657283773235,0.8228798108008608,0.0,0.45787214853168284,0.04799865603866138,0.24786628733997154,0.17425320056899005,0.08534850640113797
20260704_131740,100,2813,0.2681262026607929,0.6001154257211662,0.015991466952858246,0.3640529218900821,0.06396576552214484,0.5172413793103449,0.1226448631354426,0.03341628154994668
20260704_132254,100,2813,0.010246959320860432,0.5620106728078866,0.0,0.34778702533365285,0.1598755528697815,0.4201919658727337,0.11624600071098472,0.0
20260704_132808,100,2813,-0.006916048808676689,0.6089950984113007,0.0,0.3606946093788839,0.2877976207127375,0.34873800213295414,0.0391041592605759,0.03519374333451831
20260704_133321,100,2812,0.26612939458750856,1.0589457339374941,0.07192570273262255,0.7569831406413677,0.6552320680164314,0.5430298719772404,0.2930298719772404,0.08570412517780938
20260704_133834,100,2813,-0.14902533972101853,2.7783648579190308,0.0,1.4030862585836765,0.6235216342020955,0.3156772129399218,0.3977959473871312,0.17632420902950588
20260704_134349,100,2812,0.28187440908331385,0.692134866358782,0.0,0.4372423628077936,0.1118293930779668,0.3783783783783784,0.13833570412517782,0.014935988620199146
20260704_134903,100,2812,0.056445249152961924,0.5001136016428963,0.0,0.3437392896583655,0.2395509856323308,0.3918918918918919,0.06294452347083926,0.0
20260704_135418,100,2813,-0.4234833396556084,1.0060884551840952,-0.047969644809686685,0.7239043865699861,0.6072863171202592,0.18947742623533595,0.30323498044792035,0.09598293636686811
20260704_135929,100,2813,-0.33883320315916093,1.547431656695276,-0.23994375718316974,1.1072389734141557,0.7038080011778636,0.3412726626377533,0.38215428368290083,0.1347316032705297
20260704_140444,100,2813,0.19445095758652742,1.532540914103042,0.0,1.0279558267941726,0.6398745845814791,0.3807323142552435,0.38784216139353006,0.16921436189121933
20260704_141000,100,2813,0.05804522985419927,1.2753783646740364,0.0,0.6925931012119222,0.14402062375351576,0.22218272307145395,0.2531105581230004,0.0984713828652684
20260704_141515,100,2813,0.1454212559068749,0.690968054638263,0.0,0.33949136599114843,0.0,0.2388908638464273,0.1432634198364735,0.03519374333451831
20260704_142028,100,2813,-0.2746950928605441,1.212945014586466,0.0,0.7942277212439147,0.46431759323395383,0.28688233202986135,0.36260220405261284,0.13970849626733026
20260704_142541,100,2812,0.1167155963604373,0.6684393102830294,0.0,0.3727549063893066,0.016018029893594132,0.3410384068278805,0.14118065433854907,0.033072546230440966
20260704_143056,100,2812,-0.07228928541295368,0.8643538855143212,-0.032029082406292986,0.6136285282825171,0.5765714976690983,0.2706258890469417,0.19487908961593173,0.03556187766714083
20260704_143609,100,2813,-0.14715289507646634,1.3530197755620235,0.0,0.8743001241181543,0.5607352360414986,0.3995734091717028,0.3053679345894063,0.12406683256309989
20260704_144124,100,2813,0.14467666407426158,0.8415013842550042,0.0,0.5550242355703595,0.224236973633829,0.3266974760042659,0.25773195876288657,0.05154639175257732
20260704_144638,100,2813,0.09194652968030934,0.805086592643301,0.0,0.5332638705127747,0.2561292940694848,0.38961962317810167,0.2413793103448276,0.014219694276573054
20260704_145150,100,2813,0.09886170661105217,0.7995925606808376,0.0,0.4459715088505446,0.17603901024454416,0.37433345183078565,0.1134020618556701,0.06221116246000711
20260704_145704,100,2813,-0.08079827309092796,0.29110506209709436,0.0,0.13429107962425196,0.0,0.07714184145040881,0.013864201919658727,0.0
