model_name,feature_set,horizon_events,threshold,raw_n_signals,raw_n_signal_runs,raw_coverage,raw_directional_precision,raw_mean_signed_return_bps,raw_median_signed_return_bps,raw_mean_net_return_bps,raw_share_signed_return_ge_1bps,raw_up_signal_share,raw_down_signal_share,cooldown_n_signals,cooldown_n_signal_runs,cooldown_coverage,cooldown_directional_precision,cooldown_mean_signed_return_bps,cooldown_median_signed_return_bps,cooldown_mean_net_return_bps,cooldown_share_signed_return_ge_1bps,cooldown_up_signal_share,cooldown_down_signal_share,threshold_eligible
logit_book_only,book_only,50,0.7,1234,36,0.011964552347340457,0.6126418152350082,0.5814593651535536,0.4992748435528327,-0.4185406348464465,0.3500810372771475,0.8087520259319287,0.1912479740680713,338,36,0.003277162636467645,0.6804733727810651,0.9195351965844184,0.8105287982684839,-0.0804648034155817,0.46449704142011833,0.6094674556213018,0.3905325443786982,True
logit_trade_flow_only,trade_flow_only,50,0.8,117,21,0.0011344024510849542,0.5213675213675214,0.7849775949378482,0.32447489821674225,-0.2150224050621516,0.358974358974359,0.7435897435897436,0.2564102564102564,30,21,0.00029087242335511644,0.6,0.9257300413502885,0.3808607538668962,-0.07426995864971146,0.36666666666666664,0.8,0.2,True
logit_combined,combined,50,0.7,1990,36,0.01929453741588939,0.6060301507537689,0.5902999126905697,0.4992748435528327,-0.4097000873094304,0.37386934673366834,0.7944723618090452,0.20552763819095476,450,36,0.004363086350326746,0.6733333333333333,0.907164479238593,0.7572195792615588,-0.09283552076140694,0.44222222222222224,0.78,0.22,True
logit_book_only,book_only,100,0.6,4262,36,0.042057273678185875,0.6360863444392304,0.6678466519391633,0.7787366863171163,-0.3321533480608367,0.4568277803847959,0.6037071797278273,0.39629282027217266,641,36,0.006325366594959443,0.5959438377535101,0.7493310269881568,0.647998373524139,-0.2506689730118432,0.44305772230889234,0.46021840873634945,0.5397815912636506,True
logit_trade_flow_only,trade_flow_only,100,0.85,180,19,0.0017762339892241805,0.6777777777777778,1.1113197771076804,0.6802001853817297,0.11131977710768018,0.4777777777777778,0.9,0.1,25,19,0.0002466991651700251,0.56,1.1513296013031749,0.3565440830310962,0.15132960130317485,0.4,0.84,0.16,True
logit_combined,combined,100,0.9,186,15,0.0018354417888649865,0.6129032258064516,1.6635299068055476,0.6558939462592006,0.6635299068055476,0.478494623655914,0.6075268817204301,0.3924731182795699,20,15,0.00019735933213602005,0.6,2.028112512547531,0.6802001853817297,1.0281125125475308,0.45,0.7,0.3,True
