run_name,row_in_run,future_return_bps,signal_direction,fold,model,signed_return_bps,net_return_bps,direction_correct,net_profitable
20260708_215243,2059,-2.9624072134615265,-1,fold_1_tue_to_wed,direct_multiclass_base,2.9624072134615265,1.9624072134615265,True,True
20260708_215243,2110,-0.5153539233326843,-1,fold_1_tue_to_wed,direct_multiclass_base,0.5153539233326843,-0.48464607666731574,True,False
20260708_215243,2161,0.5153804836677267,1,fold_1_tue_to_wed,direct_multiclass_base,0.5153804836677267,-0.4846195163322733,True,False
20260708_215243,2225,0.01610481010327902,1,fold_1_tue_to_wed,direct_multiclass_base,0.01610481010327902,-0.983895189896721,True,False
20260708_215243,2276,1.0145965006080893,1,fold_1_tue_to_wed,direct_multiclass_base,1.0145965006080893,0.014596500608089258,True,True
20260708_215243,2327,1.5297918919410236,1,fold_1_tue_to_wed,direct_multiclass_base,1.5297918919410236,0.5297918919410236,True,True
20260708_215243,2378,2.946411536408622,1,fold_1_tue_to_wed,direct_multiclass_base,2.946411536408622,1.9464115364086219,True,True
20260708_215243,2429,-0.0643834679348032,1,fold_1_tue_to_wed,direct_multiclass_base,-0.0643834679348032,-1.0643834679348032,False,False
20260708_215243,2516,0.0,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.0,-1.0,False,False
20260708_215243,2655,-2.7688991452645695,-1,fold_1_tue_to_wed,direct_multiclass_base,2.7688991452645695,1.7688991452645695,True,True
20260708_215243,2706,-0.2093352237908519,-1,fold_1_tue_to_wed,direct_multiclass_base,0.2093352237908519,-0.7906647762091481,True,False
20260708_215758,139,-0.7730109662873463,-1,fold_1_tue_to_wed,direct_multiclass_base,0.7730109662873463,-0.22698903371265367,True,False
20260708_215758,190,0.4992748435528327,1,fold_1_tue_to_wed,direct_multiclass_base,0.4992748435528327,-0.5007251564471673,True,False
20260708_215758,305,1.0951288507654588,1,fold_1_tue_to_wed,direct_multiclass_base,1.0951288507654588,0.09512885076545885,True,True
20260708_215758,603,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_215758,695,0.016103072548734332,1,fold_1_tue_to_wed,direct_multiclass_base,0.016103072548734332,-0.9838969274512657,True,False
20260708_215758,862,-1.7877260527254801,1,fold_1_tue_to_wed,direct_multiclass_base,-1.7877260527254801,-2.78772605272548,False,False
20260708_215758,1049,1.0308937929703887,1,fold_1_tue_to_wed,direct_multiclass_base,1.0308937929703887,0.030893792970388745,True,True
20260708_215758,1182,0.0,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.0,-1.0,False,False
20260708_215758,1233,-0.5155141569046506,-1,fold_1_tue_to_wed,direct_multiclass_base,0.5155141569046506,-0.48448584309534937,True,False
20260708_215758,1299,-1.450145215931009,-1,fold_1_tue_to_wed,direct_multiclass_base,1.450145215931009,0.4501452159310091,True,True
20260708_215758,1350,1.4825856616229593,1,fold_1_tue_to_wed,direct_multiclass_base,1.4825856616229593,0.48258566162295935,True,True
20260708_215758,1409,1.2406757977179161,1,fold_1_tue_to_wed,direct_multiclass_base,1.2406757977179161,0.24067579771791614,True,True
20260708_215758,1461,0.5316496686447181,1,fold_1_tue_to_wed,direct_multiclass_base,0.5316496686447181,-0.4683503313552819,True,False
20260708_215758,1616,1.0792586620578248,1,fold_1_tue_to_wed,direct_multiclass_base,1.0792586620578248,0.07925866205782484,True,True
20260708_215758,1730,0.6443335295869268,1,fold_1_tue_to_wed,direct_multiclass_base,0.6443335295869268,-0.3556664704130732,True,False
20260708_215758,1783,0.09664380235419046,1,fold_1_tue_to_wed,direct_multiclass_base,0.09664380235419046,-0.9033561976458095,True,False
20260708_215758,1835,-1.8522739078230543,1,fold_1_tue_to_wed,direct_multiclass_base,-1.8522739078230543,-2.8522739078230543,False,False
20260708_215758,1907,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_215758,1978,-1.4257245822302256,-1,fold_1_tue_to_wed,direct_multiclass_base,1.4257245822302256,0.4257245822302256,True,True
20260708_215758,2064,-0.22560140904182013,-1,fold_1_tue_to_wed,direct_multiclass_base,0.22560140904182013,-0.7743985909581799,True,False
20260708_215758,2165,-1.0313190651400905,1,fold_1_tue_to_wed,direct_multiclass_base,-1.0313190651400905,-2.0313190651400905,False,False
20260708_215758,2370,2.4174033703427966,1,fold_1_tue_to_wed,direct_multiclass_base,2.4174033703427966,1.4174033703427966,True,True
20260708_215758,2424,-0.6444851007125774,-1,fold_1_tue_to_wed,direct_multiclass_base,0.6444851007125774,-0.35551489928742264,True,False
20260708_215758,2484,-3.383764857346483,-1,fold_1_tue_to_wed,direct_multiclass_base,3.383764857346483,2.383764857346483,True,True
20260708_215758,2535,-0.20956604514177357,-1,fold_1_tue_to_wed,direct_multiclass_base,0.20956604514177357,-0.7904339548582264,True,False
20260708_215758,2635,-0.4675085582273031,-1,fold_1_tue_to_wed,direct_multiclass_base,0.4675085582273031,-0.5324914417726969,True,False
20260708_215758,2708,-0.8061259120306641,-1,fold_1_tue_to_wed,direct_multiclass_base,0.8061259120306641,-0.19387408796933592,True,False
20260708_215758,2759,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_215758,2810,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_215758,2861,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_220311,2,0.0,1,fold_1_tue_to_wed,direct_multiclass_base,0.0,-1.0,False,False
20260708_220311,63,0.4997344153401251,1,fold_1_tue_to_wed,direct_multiclass_base,0.4997344153401251,-0.5002655846598749,True,False
20260708_220311,114,0.9832992268199447,1,fold_1_tue_to_wed,direct_multiclass_base,0.9832992268199447,-0.01670077318005525,True,False
20260708_220311,176,1.7729882023753696,-1,fold_1_tue_to_wed,direct_multiclass_base,-1.7729882023753696,-2.7729882023753696,False,False
20260708_220311,227,2.8200676010481374,1,fold_1_tue_to_wed,direct_multiclass_base,2.8200676010481374,1.8200676010481374,True,True
20260708_220311,473,0.45104291592767964,1,fold_1_tue_to_wed,direct_multiclass_base,0.45104291592767964,-0.5489570840723204,True,False
20260708_220311,535,-1.6430716741688833,-1,fold_1_tue_to_wed,direct_multiclass_base,1.6430716741688833,0.6430716741688833,True,True
20260708_220311,586,-1.852846899260685,-1,fold_1_tue_to_wed,direct_multiclass_base,1.852846899260685,0.852846899260685,True,True
20260708_220311,637,0.016114697973801384,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.016114697973801384,-1.0161146979738014,False,False
20260708_220311,791,-0.6929308962577707,-1,fold_1_tue_to_wed,direct_multiclass_base,0.6929308962577707,-0.3070691037422293,True,False
20260708_220311,977,-0.4996353467834336,-1,fold_1_tue_to_wed,direct_multiclass_base,0.4996353467834336,-0.5003646532165664,True,False
20260708_220311,1034,-3.9486227767848714,-1,fold_1_tue_to_wed,direct_multiclass_base,3.9486227767848714,2.9486227767848714,True,True
20260708_220311,1086,0.04837122009160311,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.04837122009160311,-1.048371220091603,False,False
20260708_220311,1205,-0.016123688036939754,1,fold_1_tue_to_wed,direct_multiclass_base,-0.016123688036939754,-1.0161236880369398,False,False
20260708_220311,1263,0.8869058033478261,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.8869058033478261,-1.886905803347826,False,False
20260708_220311,1354,-0.16127406511468045,-1,fold_1_tue_to_wed,direct_multiclass_base,0.16127406511468045,-0.8387259348853195,True,False
20260708_220311,1415,0.4515462637355583,1,fold_1_tue_to_wed,direct_multiclass_base,0.4515462637355583,-0.5484537362644417,True,False
20260708_220311,1584,0.0,-1,fold_1_tue_to_wed,direct_multiclass_base,-0.0,-1.0,False,False
20260708_220311,1761,4.70817004555979,1,fold_1_tue_to_wed,direct_multiclass_base,4.70817004555979,3.7081700455597897,True,True
20260708_220311,1812,1.99841899271469,1,fold_1_tue_to_wed,direct_multiclass_base,1.99841899271469,0.99841899271469,True,True
20260708_220311,1863,3.5769672312735423,1,fold_1_tue_to_wed,direct_multiclass_base,3.5769672312735423,2.5769672312735423,True,True
20260708_220311,1914,0.9825089251291885,1,fold_1_tue_to_wed,direct_multiclass_base,0.9825089251291885,-0.017491074870811474,True,False
20260708_220311,1965,0.032210242695285274,1,fold_1_tue_to_wed,direct_multiclass_base,0.032210242695285274,-0.9677897573047147,True,False
20260708_220311,2018,1.2400903494391713,-1,fold_1_tue_to_wed,direct_multiclass_base,-1.2400903494391713,-2.2400903494391713,False,False
20260708_220311,2100,2.8659823194665535,1,fold_1_tue_to_wed,direct_multiclass_base,2.8659823194665535,1.8659823194665535,True,True
20260708_220311,2151,-1.7867016280714854,1,fold_1_tue_to_wed,direct_multiclass_base,-1.7867016280714854,-2.7867016280714854,False,False
20260708_220311,2208,1.9802123657020054,-1,fold_1_tue_to_wed,direct_multiclass_base,-1.9802123657020054,-2.9802123657020054,False,False
20260708_220311,2259,-0.27363370265764964,-1,fold_1_tue_to_wed,direct_multiclass_base,0.27363370265764964,-0.7263662973423504,True,False
20260708_220311,2343,-5.215472245719832,-1,fold_1_tue_to_wed,direct_multiclass_base,5.215472245719832,4.215472245719832,True,True
20260708_220311,2394,-1.6749757812983823,-1,fold_1_tue_to_wed,direct_multiclass_base,1.6749757812983823,0.6749757812983823,True,True
20260708_220311,2499,0.5798562761794024,1,fold_1_tue_to_wed,direct_multiclass_base,0.5798562761794024,-0.4201437238205976,True,False
20260708_220311,2574,1.8361050735293816,1,fold_1_tue_to_wed,direct_multiclass_base,1.8361050735293816,0.8361050735293816,True,True
20260708_220311,2626,1.7554299555255781,-1,fold_1_tue_to_wed,direct_multiclass_base,-1.7554299555255781,-2.755429955525578,False,False
20260708_220311,2686,-0.9017589936366477,-1,fold_1_tue_to_wed,direct_multiclass_base,0.9017589936366477,-0.09824100636335231,True,False
20260708_220311,2759,2.7698176831925103,1,fold_1_tue_to_wed,direct_multiclass_base,2.7698176831925103,1.7698176831925103,True,True
20260708_220311,2810,0.7727583367334034,1,fold_1_tue_to_wed,direct_multiclass_base,0.7727583367334034,-0.22724166326659656,True,False
20260708_185955,5,-2.519259822084674,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.519259822084674,-3.519259822084674,False,False
20260708_185955,56,5.136708323003614,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-5.136708323003614,-6.136708323003614,False,False
20260708_185955,107,-2.3248623850991024,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.3248623850991024,1.3248623850991024,True,True
20260708_185955,158,3.1002419641956713,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.1002419641956713,-4.100241964195671,False,False
20260708_185955,209,-1.7273429510278326,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.7273429510278326,0.7273429510278326,True,True
20260708_185955,260,-2.3411962544084286,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.3411962544084286,1.3411962544084286,True,True
20260708_185955,311,3.197692493415172,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.197692493415172,-4.197692493415172,False,False
20260708_185955,362,5.117397456313455,1,fold_1_tue_to_wed,direct_multiclass_temporal,5.117397456313455,4.117397456313455,True,True
20260708_185955,413,2.90429149405691,1,fold_1_tue_to_wed,direct_multiclass_temporal,2.90429149405691,1.9042914940569098,True,True
20260708_185955,464,-3.903524866823993,1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.903524866823993,-4.903524866823993,False,False
20260708_185955,515,4.276190253351686,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-4.276190253351686,-5.276190253351686,False,False
20260708_185955,566,6.193793141824333,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-6.193793141824333,-7.193793141824333,False,False
20260708_185955,617,-5.835326129445262,1,fold_1_tue_to_wed,direct_multiclass_temporal,-5.835326129445262,-6.835326129445262,False,False
20260708_185955,668,-1.8065142581558113,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.8065142581558113,0.8065142581558113,True,True
20260708_185955,719,-0.5001851491814868,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.5001851491814868,-0.4998148508185132,True,False
20260708_185955,770,0.08067905950870369,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.08067905950870369,-0.9193209404912963,True,False
20260708_185955,821,0.40339204301131915,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.40339204301131915,-1.4033920430113191,False,False
20260708_185955,872,1.1133171283850274,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.1133171283850274,0.11331712838502739,True,True
20260708_185955,923,1.3067920111442533,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.3067920111442533,-2.3067920111442533,False,False
20260708_185955,974,1.0323921089749888,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.0323921089749888,0.03239210897498879,True,True
20260708_185955,1043,-4.3553128768047955,-1,fold_1_tue_to_wed,direct_multiclass_temporal,4.3553128768047955,3.3553128768047955,True,True
20260708_185955,1094,2.743451019313614,1,fold_1_tue_to_wed,direct_multiclass_temporal,2.743451019313614,1.7434510193136141,True,True
20260708_185955,1145,-1.8230878752556468,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.8230878752556468,-2.8230878752556468,False,False
20260708_185955,1196,-3.4532030475309394,-1,fold_1_tue_to_wed,direct_multiclass_temporal,3.4532030475309394,2.4532030475309394,True,True
20260708_185955,1247,-2.1469290439946054,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.1469290439946054,1.1469290439946054,True,True
20260708_185955,1298,-0.2744784304364867,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.2744784304364867,-0.7255215695635133,True,False
20260708_185955,1349,-2.0666344293218675,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.0666344293218675,-3.0666344293218675,False,False
20260708_185955,1400,-1.8732745889493696,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.8732745889493696,0.8732745889493696,True,True
20260708_185955,1453,-0.016151944574049892,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.016151944574049892,-0.9838480554259501,True,False
20260708_185955,1504,2.0674522446806343,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.0674522446806343,-3.0674522446806343,False,False
20260708_185955,1555,1.243444664693616,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.243444664693616,-2.243444664693616,False,False
20260708_185955,1607,-2.7612243365604527,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.7612243365604527,1.7612243365604527,True,True
20260708_185955,1658,-3.1496342790038323,1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.1496342790038323,-4.149634279003832,False,False
20260708_185955,1709,3.0375271943516857,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.0375271943516857,-4.037527194351686,False,False
20260708_185955,1760,1.130650729874727,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.130650729874727,-2.130650729874727,False,False
20260708_185955,1811,-0.6137124353489121,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.6137124353489121,-0.38628756465108793,True,False
20260708_185955,1862,-0.20996714014231976,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.20996714014231976,-1.2099671401423198,False,False
20260708_185955,1918,5.314290190934212,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-5.314290190934212,-6.314290190934212,False,False
20260708_185955,1969,1.2753979766388923,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.2753979766388923,0.2753979766388923,True,True
20260708_185955,2020,4.3745414600793175,1,fold_1_tue_to_wed,direct_multiclass_temporal,4.3745414600793175,3.3745414600793175,True,True
20260708_185955,2071,-3.5174651016633973,-1,fold_1_tue_to_wed,direct_multiclass_temporal,3.5174651016633973,2.5174651016633973,True,True
20260708_185955,2122,1.565567837105153,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.565567837105153,0.5655678371051529,True,True
20260708_185955,2173,0.5486698387313638,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.5486698387313638,-0.45133016126863623,True,False
20260708_185955,2228,1.3071399696773511,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.3071399696773511,-2.307139969677351,False,False
20260708_185955,2292,0.032280843336174314,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.032280843336174314,-1.0322808433361743,False,False
20260708_185955,2344,2.1143884131524793,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.1143884131524793,-3.1143884131524793,False,False
20260708_185955,2395,-0.38728698207424195,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.38728698207424195,-1.387286982074242,False,False
20260708_185955,2447,1.7428589179901977,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.7428589179901977,-2.7428589179901977,False,False
20260708_185955,2498,-2.6299675933127986,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.6299675933127986,-3.6299675933127986,False,False
20260708_185955,2549,-0.8392287810288224,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.8392287810288224,-0.16077121897117763,True,False
20260708_185955,2630,1.5173245371546962,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.5173245371546962,0.5173245371546962,True,True
20260708_185955,2687,2.114248501667859,1,fold_1_tue_to_wed,direct_multiclass_temporal,2.114248501667859,1.1142485016678592,True,True
20260708_185955,2745,-1.9201709113469967,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.9201709113469967,0.9201709113469967,True,True
20260708_185955,2797,-1.0652162510038643,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.0652162510038643,0.0652162510038643,True,True
20260708_185955,2855,-2.43734529515649,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.43734529515649,-3.43734529515649,False,False
20260708_190508,0,1.0975185589590097,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.0975185589590097,-2.0975185589590097,False,False
20260708_190508,51,-0.33890235980882366,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.33890235980882366,-1.3389023598088237,False,False
20260708_190508,102,2.6145119940745865,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.6145119940745865,-3.6145119940745865,False,False
20260708_190508,153,0.596980729623553,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.596980729623553,-0.403019270376447,True,False
20260708_190508,204,-0.935751767643378,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.935751767643378,-0.06424823235662203,True,False
20260708_190508,282,-1.936038139951357,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.936038139951357,-2.936038139951357,False,False
20260708_190508,333,0.2904619555366139,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.2904619555366139,-0.7095380444633861,True,False
20260708_190508,384,-0.9520420899422621,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.9520420899422621,-0.04795791005773786,True,False
20260708_190508,446,3.1789601250298283,1,fold_1_tue_to_wed,direct_multiclass_temporal,3.1789601250298283,2.1789601250298283,True,True
20260708_190508,497,-4.323302357732706,1,fold_1_tue_to_wed,direct_multiclass_temporal,-4.323302357732706,-5.323302357732706,False,False
20260708_190508,548,2.5337762869215297,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.5337762869215297,-3.5337762869215297,False,False
20260708_190508,599,0.29041462334511436,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.29041462334511436,-0.7095853766548856,True,False
20260708_190508,650,0.11293574037063436,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.11293574037063436,-0.8870642596293656,True,False
20260708_190508,703,2.8717945408462953,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.8717945408462953,-3.8717945408462953,False,False
20260708_190508,754,-5.354843028099188,-1,fold_1_tue_to_wed,direct_multiclass_temporal,5.354843028099188,4.354843028099188,True,True
20260708_190508,805,-1.3071526262065092,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.3071526262065092,0.3071526262065092,True,True
20260708_190508,856,1.371924770101618,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.371924770101618,0.37192477010161795,True,True
20260708_190508,912,0.6941389650072516,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.6941389650072516,-1.6941389650072516,False,False
20260708_190508,963,-1.6464425944384686,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.6464425944384686,-2.6464425944384686,False,False
20260708_190508,1026,0.19373102545738874,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.19373102545738874,-0.8062689745426113,True,False
20260708_190508,1087,-2.7604442862450007,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.7604442862450007,1.7604442862450007,True,True
20260708_190508,1138,0.0,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.0,-1.0,False,False
20260708_190508,1209,4.1817191063397985,1,fold_1_tue_to_wed,direct_multiclass_temporal,4.1817191063397985,3.1817191063397985,True,True
20260708_190508,1260,1.807485086229299,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.807485086229299,0.807485086229299,True,True
20260708_190508,1311,0.3711266679529146,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.3711266679529146,-1.3711266679529146,False,False
20260708_190508,1374,-1.0486991693492431,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.0486991693492431,-2.048699169349243,False,False
20260708_190508,1425,2.3073801473327826,1,fold_1_tue_to_wed,direct_multiclass_temporal,2.3073801473327826,1.3073801473327826,True,True
20260708_190508,1476,0.0,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.0,-1.0,False,False
20260708_190508,1583,-0.27424065585424096,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.27424065585424096,-0.725759344145759,True,False
20260708_190508,1634,-2.5004980830856116,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.5004980830856116,-3.5004980830856116,False,False
20260708_190508,1685,-6.615875034188257,1,fold_1_tue_to_wed,direct_multiclass_temporal,-6.615875034188257,-7.615875034188257,False,False
20260708_190508,1736,1.2917570560211367,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.2917570560211367,0.29175705602113666,True,True
20260708_190508,1808,4.374922813286108,1,fold_1_tue_to_wed,direct_multiclass_temporal,4.374922813286108,3.3749228132861084,True,True
20260708_190508,1859,-2.404348482073493,1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.404348482073493,-3.404348482073493,False,False
20260708_190508,1911,3.179668200816721,1,fold_1_tue_to_wed,direct_multiclass_temporal,3.179668200816721,2.179668200816721,True,True
20260708_190508,1967,-1.1940134746035724,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.1940134746035724,0.19401347460357243,True,True
20260708_190508,2018,1.1618815703795526,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.1618815703795526,-2.1618815703795526,False,False
20260708_190508,2069,1.2746941742447504,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.2746941742447504,0.2746941742447504,True,True
20260708_190508,2123,0.0,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.0,-1.0,False,False
20260708_190508,2179,-0.33880667449137647,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.33880667449137647,-1.3388066744913765,False,False
20260708_190508,2230,-1.2422771100761842,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.2422771100761842,0.24227711007618424,True,True
20260708_190508,2288,0.7422796861455971,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.7422796861455971,-1.7422796861455971,False,False
20260708_190508,2339,1.1778781573790198,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.1778781573790198,0.1778781573790198,True,True
20260708_190508,2395,-2.6297469554226183,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.6297469554226183,1.6297469554226183,True,True
20260708_190508,2447,-0.5325428031266455,-1,fold_1_tue_to_wed,direct_multiclass_temporal,0.5325428031266455,-0.4674571968733545,True,False
20260708_190508,2512,2.4370423988884227,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.4370423988884227,-3.4370423988884227,False,False
20260708_190508,2564,3.872501127462069,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.872501127462069,-4.872501127462069,False,False
20260708_190508,2616,-1.8548551640373834,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.8548551640373834,-2.8548551640373834,False,False
20260708_190508,2667,8.85656002497237,1,fold_1_tue_to_wed,direct_multiclass_temporal,8.85656002497237,7.856560024972371,True,True
20260708_190508,2718,-3.5298185044696506,1,fold_1_tue_to_wed,direct_multiclass_temporal,-3.5298185044696506,-4.529818504469651,False,False
20260708_190508,2769,0.9996622109142983,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.9996622109142983,-0.00033778908570170074,True,False
20260708_190508,2834,2.450539803939833,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-2.450539803939833,-3.450539803939833,False,False
20260708_191023,0,-9.071069330842674,-1,fold_1_tue_to_wed,direct_multiclass_temporal,9.071069330842674,8.071069330842674,True,True
20260708_191023,51,-3.1446971938819956,-1,fold_1_tue_to_wed,direct_multiclass_temporal,3.1446971938819956,2.1446971938819956,True,True
20260708_191023,102,0.822717985986543,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.822717985986543,-1.822717985986543,False,False
20260708_191023,159,3.1128806323188485,1,fold_1_tue_to_wed,direct_multiclass_temporal,3.1128806323188485,2.1128806323188485,True,True
20260708_191023,210,0.9996815530532999,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.9996815530532999,-0.00031844694670013496,True,False
20260708_191023,261,-2.2248752336717637,-1,fold_1_tue_to_wed,direct_multiclass_temporal,2.2248752336717637,1.2248752336717637,True,True
20260708_191023,329,3.8863351778650745,1,fold_1_tue_to_wed,direct_multiclass_temporal,3.8863351778650745,2.8863351778650745,True,True
20260708_191023,380,1.7409176086569111,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.7409176086569111,0.7409176086569111,True,True
20260708_191023,431,0.0,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.0,-1.0,False,False
20260708_191023,500,-3.578264461144842,-1,fold_1_tue_to_wed,direct_multiclass_temporal,3.578264461144842,2.578264461144842,True,True
20260708_191023,551,2.9345821969206654,1,fold_1_tue_to_wed,direct_multiclass_temporal,2.9345821969206654,1.9345821969206654,True,True
20260708_191023,602,1.7570088938501094,1,fold_1_tue_to_wed,direct_multiclass_temporal,1.7570088938501094,0.7570088938501094,True,True
20260708_191023,654,-0.4673789629505709,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.4673789629505709,-1.467378962950571,False,False
20260708_191023,705,-1.9663068486297508,1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.9663068486297508,-2.966306848629751,False,False
20260708_191023,756,1.2090329268032995,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-1.2090329268032995,-2.2090329268032995,False,False
20260708_191023,807,0.3384882951551482,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.3384882951551482,-1.3384882951551482,False,False
20260708_191023,883,0.8704293392725049,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.8704293392725049,-1.8704293392725049,False,False
20260708_191023,934,0.0,1,fold_1_tue_to_wed,direct_multiclass_temporal,0.0,-1.0,False,False
20260708_191023,989,-1.2170705836456186,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.2170705836456186,0.2170705836456186,True,True
20260708_191023,1047,-4.513933949861215,-1,fold_1_tue_to_wed,direct_multiclass_temporal,4.513933949861215,3.513933949861215,True,True
20260708_191023,1098,-1.870902863851942,-1,fold_1_tue_to_wed,direct_multiclass_temporal,1.870902863851942,0.870902863851942,True,True
20260708_191023,1188,-0.01612842093878797,1,fold_1_tue_to_wed,direct_multiclass_temporal,-0.01612842093878797,-1.016128420938788,False,False
20260708_191023,1240,4.6449927220382214,-1,fold_1_tue_to_wed,direct_multiclass_temporal,-4.6449927220382214,-5.6449927220382214,False,False
