cost_bps,n_signals,n_signal_runs,mean_net_return_bps,median_net_return_bps,total_net_return_bps,positive_net_signal_share
0.5,30,17,0.3858511501850241,0.22974276130177707,11.575534505550722,0.5333333333333333
1.0,30,17,-0.11414884981497586,-0.27025723869822293,-3.424465494449276,0.4
1.5,30,17,-0.614148849814976,-0.7702572386982229,-18.42446549444928,0.3333333333333333
2.0,30,17,-1.114148849814976,-1.270257238698223,-33.42446549444928,0.26666666666666666
