label_spec,deadzone_type,deadzone_value,run_name,horizon,total_rows,up_count,down_count,flat_count,unknown_count,nonflat_count,up_share_total,down_share_total,flat_share_total,nonflat_share_total,up_share_nonflat
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_132254,20,2913,2,41,2850,20,43,0.0006865774116031583,0.014074836937864744,0.9783728115345005,0.014761414349467903,0.046511627906976744
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_132808,20,2913,0,20,2873,20,20,0.0,0.006865774116031583,0.9862684517679369,0.006865774116031583,0.0
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_133321,20,2912,76,72,2744,20,148,0.0260989010989011,0.024725274725274724,0.9423076923076923,0.050824175824175824,0.5135135135135135
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_133834,20,2913,124,185,2584,20,309,0.042567799519395814,0.06350841057329214,0.8870580157912805,0.10607621009268794,0.40129449838187703
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_134349,20,2912,60,0,2832,20,60,0.020604395604395604,0.0,0.9725274725274725,0.020604395604395604,1.0
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_134903,20,2912,11,0,2881,20,11,0.0037774725274725275,0.0,0.9893543956043956,0.0037774725274725275,1.0
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_135418,20,2913,13,81,2799,20,94,0.004462753175420529,0.027806385169927908,0.96086508753862,0.03226913834534844,0.13829787234042554
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_135929,20,2913,116,152,2625,20,268,0.03982148987298318,0.05217988328184003,0.9011328527291452,0.09200137315482321,0.43283582089552236
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_140444,20,2913,185,117,2591,20,302,0.06350841057329214,0.04016477857878476,0.8894610367318915,0.10367318915207689,0.6125827814569537
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_141000,20,2913,93,59,2741,20,152,0.03192584963954686,0.020254033642293168,0.9409543426021284,0.05217988328184003,0.6118421052631579
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_141515,20,2913,59,20,2814,20,79,0.020254033642293168,0.006865774116031583,0.9660144181256437,0.02711980775832475,0.7468354430379747
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_142028,20,2913,66,132,2695,20,198,0.02265705458290422,0.04531410916580844,0.9251630621352558,0.06797116374871266,0.3333333333333333
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_142541,20,2912,33,10,2849,20,43,0.011332417582417582,0.003434065934065934,0.9783653846153846,0.014766483516483516,0.7674418604651163
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_143056,20,2912,59,36,2797,20,95,0.020260989010989012,0.012362637362637362,0.9605082417582418,0.032623626373626376,0.6210526315789474
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_143609,20,2913,96,79,2718,20,175,0.032955715756951595,0.02711980775832475,0.933058702368692,0.06007552351527635,0.5485714285714286
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_144124,20,2913,84,42,2767,20,126,0.028836251287332648,0.014418125643666324,0.9498798489529694,0.04325437693099897,0.6666666666666666
