model,horizon,threshold,signal_group,n_signals,coverage,precision,mean_future_return_bps,median_future_return_bps,mean_signed_return_bps,median_signed_return_bps,positive_signed_return_share,break_even_round_trip_cost_bps
logit_signal_static,5,0.5,up,451,0.5262543757292882,0.7361419068736141,0.41293888676640295,0.53285925007307,0.41293888676640295,0.53285925007307,0.7361419068736141,0.41293888676640295
logit_signal_static,5,0.5,down,406,0.47374562427071176,0.6896551724137931,-0.20366470370422046,-0.43645745288090065,0.20366470370422046,0.43645745288090065,0.6896551724137931,0.20366470370422046
logit_signal_static,5,0.5,both,857,1.0,0.7141190198366394,0.12082563387133519,0.1129222586704337,0.31379615826786617,0.46856305444986646,0.7141190198366394,0.31379615826786617
logit_signal_static,5,0.55,up,427,0.4982497082847141,0.747072599531616,0.4292885567542341,0.53285925007307,0.4292885567542341,0.53285925007307,0.747072599531616,0.4292885567542341
logit_signal_static,5,0.55,down,373,0.4352392065344224,0.7292225201072386,-0.2862759708719397,-0.46838747919553114,0.2862759708719397,0.46838747919553114,0.7292225201072386,0.2862759708719397
logit_signal_static,5,0.55,both,800,0.9334889148191365,0.73875,0.09565659574853058,0.07264351946201231,0.3626089385866143,0.5004977136180422,0.73875,0.3626089385866143
logit_signal_static,5,0.6,up,402,0.4690781796966161,0.763681592039801,0.4575788641844257,0.53285925007307,0.4575788641844257,0.53285925007307,0.763681592039801,0.4575788641844257
logit_signal_static,5,0.6,down,350,0.40840140023337224,0.7428571428571429,-0.33830052686930784,-0.484719304529313,0.33830052686930784,0.484719304529313,0.7428571428571429,0.33830052686930784
logit_signal_static,5,0.6,both,752,0.8774795799299884,0.7539893617021277,0.08715627526314017,0.08065316156269375,0.4020636805936129,0.5010436241126293,0.7539893617021277,0.4020636805936129
logit_signal_static,5,0.65,up,358,0.4177362893815636,0.770949720670391,0.4771474395871685,0.53285925007307,0.4771474395871685,0.53285925007307,0.770949720670391,0.4771474395871685
logit_signal_static,5,0.65,down,310,0.3617269544924154,0.7677419354838709,-0.3750868531424987,-0.5010436241126293,0.3750868531424987,0.5010436241126293,0.7677419354838709,0.3750868531424987
logit_signal_static,5,0.65,both,668,0.779463243873979,0.7694610778443114,0.08164948936831103,0.06463387736133086,0.4297839937820074,0.520815442881517,0.7694610778443114,0.4297839937820074
logit_signal_static,5,0.7,up,319,0.37222870478413067,0.8025078369905956,0.48138340630187143,0.5485149361406094,0.48138340630187143,0.5485149361406094,0.8025078369905956,0.48138340630187143
