run_name,rows,rows_with_trades,share_rows_with_trades,total_trades_assigned,total_buy_trades,total_sell_trades,total_trade_volume,total_buy_trade_volume,total_sell_trade_volume,total_signed_trade_volume,mean_trade_imbalance,mean_trade_imbalance_rolling_20e,collection_batch,regime
20260708_191023,2915,1697,0.5821612349914237,10505.0,4847.0,5658.0,1196.962,632.048,564.914,67.13400000000001,-0.0273975059541425,0.0056299875747482,weekday_active_wed_day29,Wednesday Day 29
20260708_191538,2915,1769,0.606861063464837,12557.0,6476.0,6081.0,887.404,431.238,456.166,-24.92799999999997,-0.0328469869031252,0.0084507634067566,weekday_active_wed_day29,Wednesday Day 29
20260708_192052,2915,1738,0.5962264150943396,11038.0,5538.0,5500.0,892.412,525.746,366.666,159.07999999999996,-0.031264313650186,-0.0565102093832854,weekday_active_wed_day29,Wednesday Day 29
20260708_192607,2916,1516,0.5198902606310014,11058.0,5026.0,6032.0,824.958,340.53,484.428,-143.89800000000005,-0.0212830678911446,-0.1226117213892025,weekday_active_wed_day29,Wednesday Day 29
20260708_193122,2915,1461,0.5012006861063465,11673.0,5812.0,5861.0,512.62,222.52,290.1,-67.58,-0.0096158206234239,-0.0383883820805855,weekday_active_wed_day29,Wednesday Day 29
20260708_193638,2916,1238,0.424554183813443,8109.0,4027.0,4082.0,277.261,137.966,139.29500000000002,-1.3290000000000024,-0.0048214539198585,0.0008261194402537,weekday_active_wed_day29,Wednesday Day 29
20260708_194153,2916,1520,0.5212620027434842,10746.0,4600.0,6146.0,1023.735,368.218,655.5169999999999,-287.299,-0.0356431637292054,-0.0698707360806256,weekday_active_wed_day29,Wednesday Day 29
20260708_194708,2915,1661,0.569811320754717,8796.0,4510.0,4286.0,746.592,306.259,440.3330000000001,-134.074,-0.0048656690150841,-0.0723304372120439,weekday_active_wed_day29,Wednesday Day 29
20260708_195223,2915,1609,0.5519725557461407,13961.0,7703.0,6258.0,1257.763,741.9670000000001,515.796,226.17099999999996,-0.0005360516038522,-0.117133488316272,weekday_active_wed_day29,Wednesday Day 29
20260708_195736,2915,1124,0.3855917667238422,5798.0,2816.0,2982.0,294.962,128.972,165.99,-37.018,-0.0040854804234222,0.029687750219568,weekday_active_wed_day29,Wednesday Day 29
20260708_200251,2916,1124,0.3854595336076817,5285.0,2567.0,2718.0,273.412,145.134,128.278,16.855999999999998,0.0181912453067158,-0.0471818066671898,weekday_active_wed_day29,Wednesday Day 29
20260708_200805,2916,1693,0.5805898491083676,8727.0,4238.0,4489.0,1161.168,449.074,712.094,-263.0200000000001,0.0036418004191106,-0.0268751605872632,weekday_active_wed_day29,Wednesday Day 29
20260708_201318,2915,1984,0.6806174957118354,9904.0,4431.0,5473.0,1945.435,624.44,1320.995,-696.5550000000002,-0.052257156851853,-0.1238046922117594,weekday_active_wed_day29,Wednesday Day 29
20260708_201832,2914,1675,0.5748112560054908,8939.0,4397.0,4542.0,1130.514,440.605,689.9089999999999,-249.304,0.1108051422437182,0.1312056849823505,weekday_active_wed_day29,Wednesday Day 29
20260708_202345,2914,1793,0.6153054221002059,8786.0,4615.0,4171.0,973.774,501.135,472.639,28.49599999999998,0.0427377628957358,0.0884069920852022,weekday_active_wed_day29,Wednesday Day 29
20260708_202857,2914,1542,0.5291695264241593,7226.0,3944.0,3282.0,652.626,431.452,221.174,210.278,0.0937718102454378,0.2979904371518127,weekday_active_wed_day29,Wednesday Day 29
20260708_203410,2916,1642,0.5631001371742113,9114.0,5213.0,3901.0,1375.866,986.213,389.653,596.5600000000001,0.0475386523775926,0.108244134517906,weekday_active_wed_day29,Wednesday Day 29
20260708_203924,2915,1370,0.4699828473413379,6404.0,2929.0,3475.0,855.942,360.216,495.72600000000006,-135.51000000000005,-0.0572572246169098,-0.2086666158794473,weekday_active_wed_day29,Wednesday Day 29
20260708_204438,2915,1194,0.4096054888507718,4887.0,2625.0,2262.0,364.662,154.188,210.474,-56.286,0.0525609016793978,0.1039579644376782,weekday_active_wed_day29,Wednesday Day 29
20260708_204951,2915,1140,0.3910806174957118,4715.0,2549.0,2166.0,240.858,137.312,103.546,33.766000000000005,0.0664426207332758,0.1436421825842245,weekday_active_wed_day29,Wednesday Day 29
20260708_205506,2915,974,0.3341337907375643,3801.0,1968.0,1833.0,288.299,172.589,115.71,56.879,0.0395210609567081,0.1751361092286489,weekday_active_wed_day29,Wednesday Day 29
20260708_210018,2915,1372,0.4706689536878216,7090.0,3805.0,3285.0,423.177,212.004,211.173,0.8310000000000137,0.015563402700915,0.0496022898145001,weekday_active_wed_day29,Wednesday Day 29
20260708_210532,2917,1430,0.4902296880356531,8072.0,4670.0,3402.0,860.007,598.125,261.882,336.24299999999994,0.0682525756439278,0.1345380660500158,weekday_active_wed_day29,Wednesday Day 29
20260708_211048,2915,1209,0.4147512864493997,3891.0,1751.0,2140.0,320.357,159.87900000000002,160.47799999999998,-0.5989999999999895,-0.0099958029545649,-0.1029840859016171,weekday_active_wed_day29,Wednesday Day 29
20260708_211600,2915,1168,0.4006861063464837,4624.0,2886.0,1738.0,501.636,317.569,184.067,133.502,0.069888108921797,0.2467503845308764,weekday_active_wed_day29,Wednesday Day 29
20260708_212115,2915,1240,0.425385934819897,3995.0,2050.0,1945.0,451.21,235.676,215.534,20.142,-0.0036750398488264,-0.1543198557174532,weekday_active_wed_day29,Wednesday Day 29
20260708_212631,2915,1164,0.3993138936535162,5157.0,2733.0,2424.0,523.8319999999999,310.18600000000004,213.646,96.54,-0.0159256525009362,-0.071871131455635,weekday_active_wed_day29,Wednesday Day 29
20260708_213144,2915,1126,0.3862778730703259,4372.0,1623.0,2749.0,406.592,157.318,249.274,-91.95600000000002,-0.1582378383798816,-0.4265034946105399,weekday_active_wed_day29,Wednesday Day 29
20260708_213658,2914,1416,0.485929993136582,10699.0,6123.0,4576.0,1084.544,584.802,499.742,85.05999999999995,0.0185886593610144,0.0113592208916177,weekday_active_wed_day29,Wednesday Day 29
20260708_214213,2915,1526,0.5234991423670668,8132.0,4110.0,4022.0,767.6239999999999,448.323,319.301,129.022,-0.0516933741046354,-0.0632862746910269,weekday_active_wed_day29,Wednesday Day 29
20260708_214728,2915,1081,0.3708404802744425,3750.0,1788.0,1962.0,270.745,114.164,156.58100000000002,-42.417,-0.0594561814130701,-0.1201706397950362,weekday_active_wed_day29,Wednesday Day 29
20260708_215243,2915,1340,0.4596912521440823,5332.0,3110.0,2222.0,527.317,334.588,192.729,141.859,0.0228085396808302,0.1312950344001647,weekday_active_wed_day29,Wednesday Day 29
20260708_215758,2916,1247,0.4276406035665295,3018.0,1113.0,1905.0,456.848,138.94199999999998,317.906,-178.964,-0.1071996715074091,-0.243274965043798,weekday_active_wed_day29,Wednesday Day 29
20260708_220311,2915,1229,0.4216123499142367,5108.0,2730.0,2378.0,396.438,208.777,187.661,21.116,-0.0561649718116652,-0.0626278218674733,weekday_active_wed_day29,Wednesday Day 29
20260709_190039,2913,1805,0.6196361139718504,12441.0,6245.0,6196.0,678.873,362.509,316.364,46.14500000000001,-0.0274505319601871,-0.0779730464430621,weekday_active_thu_day30,Thursday Day 30
20260709_190555,2911,1745,0.59945036070079,12183.0,5424.0,6759.0,673.953,286.109,387.844,-101.735,-0.0783885695685783,-0.1351262631618066,weekday_active_thu_day30,Thursday Day 30
20260709_192139,2912,1572,0.5398351648351648,10199.0,5406.0,4793.0,568.97,297.091,271.879,25.211999999999986,0.0933781287282072,0.1349259837329384,weekday_active_thu_day30,Thursday Day 30
20260709_192655,2912,1452,0.4986263736263736,7548.0,3966.0,3582.0,439.041,234.303,204.738,29.565000000000005,0.0530096476072017,0.0083163911801551,weekday_active_thu_day30,Thursday Day 30
20260709_193210,2912,1365,0.46875,7879.0,3804.0,4075.0,277.521,120.087,157.434,-37.347,0.0362773495461454,-0.08936233518152,weekday_active_thu_day30,Thursday Day 30
20260709_193725,2912,1660,0.570054945054945,7795.0,4767.0,3028.0,450.59899999999993,266.298,184.301,81.99700000000001,0.1461824873824734,0.0911524642580283,weekday_active_thu_day30,Thursday Day 30
20260709_194237,2913,1667,0.5722622725712324,9106.0,4292.0,4814.0,564.9399999999998,240.143,324.7969999999999,-84.65399999999998,0.0253151789902782,-0.1005208970432555,weekday_active_thu_day30,Thursday Day 30
20260709_194752,2913,1396,0.4792310332990044,6085.0,2623.0,3462.0,267.428,98.909,168.519,-69.61,-0.0135106118211863,-0.1744923806290624,weekday_active_thu_day30,Thursday Day 30
20260709_195303,2912,1336,0.4587912087912087,6307.0,3720.0,2587.0,270.553,130.998,139.555,-8.55700000000001,0.0516356038949886,0.0553835488093504,weekday_active_thu_day30,Thursday Day 30
20260709_195819,2912,1522,0.5226648351648352,6990.0,3244.0,3746.0,532.424,285.01300000000003,247.411,37.602,-0.0752741593487596,-0.2037897627955764,weekday_active_thu_day30,Thursday Day 30
20260709_200334,2913,1490,0.5115001716443529,9961.0,5823.0,4138.0,968.038,659.8969999999999,308.141,351.75600000000003,0.0010184825031292,0.0505408343769086,weekday_active_thu_day30,Thursday Day 30
20260709_200849,2912,1735,0.5958104395604396,8256.0,3573.0,4683.0,735.5129999999999,329.141,406.372,-77.23100000000001,-0.0994713293010806,-0.2050777225238209,weekday_active_thu_day30,Thursday Day 30
20260709_201404,2911,1487,0.5108210237031948,7627.0,3504.0,4123.0,577.065,250.644,326.42100000000005,-75.77699999999999,-0.021025550597736,-0.0863530185631958,weekday_active_thu_day30,Thursday Day 30
20260709_201919,2912,1584,0.5439560439560439,12343.0,6700.0,5643.0,1227.12,762.079,465.041,297.038,0.0036119858300213,-0.0159369927406504,weekday_active_thu_day30,Thursday Day 30
20260709_202431,2912,1401,0.4811126373626374,7481.0,3291.0,4190.0,625.043,218.51,406.533,-188.023,0.0054019913888688,-0.0624605084610991,weekday_active_thu_day30,Thursday Day 30
20260709_202947,2912,1341,0.4605082417582417,7298.0,3747.0,3551.0,437.27199999999993,222.992,214.28,8.712000000000005,-0.0058441973735723,-0.0183044644068096,weekday_active_thu_day30,Thursday Day 30
20260709_203501,2912,1354,0.4649725274725275,6721.0,3273.0,3448.0,522.977,212.503,310.474,-97.97099999999998,0.0141710524620388,0.0653066301966132,weekday_active_thu_day30,Thursday Day 30
20260709_204017,2912,1111,0.3815247252747252,4938.0,2426.0,2512.0,240.41500000000005,106.249,134.166,-27.917,-0.0230699006431796,-0.0562109942847439,weekday_active_thu_day30,Thursday Day 30
20260709_204530,2912,1100,0.3777472527472527,4440.0,2427.0,2013.0,222.911,135.82,87.09100000000001,48.72899999999999,0.0257308533102381,0.0993430480747608,weekday_active_thu_day30,Thursday Day 30
20260709_205044,2913,977,0.3353930655681428,3234.0,1287.0,1947.0,194.213,87.68799999999999,106.525,-18.83700000000001,-0.0450865415444628,-0.1979144173000238,weekday_active_thu_day30,Thursday Day 30
20260709_205559,2912,1411,0.4845467032967033,5813.0,3147.0,2666.0,598.4499999999998,330.386,268.064,62.32200000000001,0.0387479985453272,0.138787318457656,weekday_active_thu_day30,Thursday Day 30
20260709_210114,2909,1173,0.4032313509797181,4637.0,2548.0,2089.0,304.262,223.359,80.903,142.456,0.0446760470589324,0.1666413318552798,weekday_active_thu_day30,Thursday Day 30
20260709_210627,2912,1254,0.4306318681318681,4076.0,1832.0,2244.0,219.398,84.209,135.18900000000002,-50.97999999999999,-0.0606088432753594,-0.0807082657586342,weekday_active_thu_day30,Thursday Day 30
20260709_211139,2912,1084,0.3722527472527472,4190.0,1839.0,2351.0,265.401,94.34,171.06099999999998,-76.721,-0.0270545688715883,-0.0563552184720965,weekday_active_thu_day30,Thursday Day 30
20260709_211653,2913,1337,0.4589769996567113,8089.0,4188.0,3901.0,972.5,608.38,364.12,244.26,-0.0324693403147955,0.0476697371594821,weekday_active_thu_day30,Thursday Day 30
20260709_212207,2912,1593,0.5470467032967034,8865.0,3382.0,5483.0,1293.779,445.434,848.345,-402.911,-0.0187421932882965,-0.1439237046612282,weekday_active_thu_day30,Thursday Day 30
20260709_212722,2912,1519,0.5216346153846154,7113.0,4011.0,3102.0,466.564,280.591,185.973,94.61799999999998,0.1187506856964183,0.2156744611749569,weekday_active_thu_day30,Thursday Day 30
20260709_213235,2912,1143,0.3925137362637362,4762.0,2720.0,2042.0,355.751,238.774,116.977,121.797,0.0738897059001513,0.1389742467032848,weekday_active_thu_day30,Thursday Day 30
20260709_213751,2912,926,0.3179945054945055,3572.0,1837.0,1735.0,215.081,113.797,101.284,12.512999999999993,0.0263183572982407,0.0897568484324234,weekday_active_thu_day30,Thursday Day 30
20260709_214305,2912,1065,0.3657280219780219,4217.0,1626.0,2591.0,259.753,81.883,177.87,-95.987,-0.055597392536983,-0.1848789905350757,weekday_active_thu_day30,Thursday Day 30
20260709_214821,2911,1330,0.4568876674682239,4239.0,2198.0,2041.0,397.4069999999999,204.637,192.77,11.866999999999994,-0.0257482644479198,0.0251870505166837,weekday_active_thu_day30,Thursday Day 30
20260709_215334,2911,905,0.310889728615596,3324.0,1772.0,1552.0,192.217,102.334,89.883,12.451000000000008,0.0307339682944515,0.1817609636069359,weekday_active_thu_day30,Thursday Day 30
20260709_215849,2911,1062,0.3648230848505668,4149.0,2278.0,1871.0,269.801,180.13,89.67099999999999,90.459,0.0599380073587463,0.2358332137180496,weekday_active_thu_day30,Thursday Day 30
20260709_220403,2912,978,0.3358516483516483,3177.0,1729.0,1448.0,189.777,87.136,102.641,-15.50500000000001,0.0321934500140158,0.0573695935873659,weekday_active_thu_day30,Thursday Day 30
