holdout_batch,n_signals,n_signal_runs,best_signal_net_bps,worst_signal_net_bps,mean_net_without_best_signal_bps,mean_net_without_worst_signal_bps,best_run_name,worst_run_name,mean_net_without_best_run_bps,mean_net_without_worst_run_bps,leave_one_run_out_min_mean_net_bps,leave_one_run_out_median_mean_net_bps,leave_one_run_out_max_mean_net_bps,bootstrap_mean_net_bps,bootstrap_ci_lower_2_5,bootstrap_ci_upper_97_5,bootstrap_share_mean_net_positive
weekday_active_final_holdout_day44,37,17,3.9000186095660148,-4.742114429368115,-0.400348149335396,-0.1602888982538924,20260721_192612,20260721_191028,-0.400348149335396,-0.19619050980342959,-0.40056955003812866,-0.27295938663847197,-0.19619050980342959,-0.28223411494852724,-0.737148399121975,0.1906744909790449,0.1159
