direction_label,n_signals,n_runs,directional_precision,positive_net_signal_share,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,total_net_bps,model
DOWN_SHORT,133,59,0.6691729323308271,0.518796992481203,1.299381727577278,1.1119856966868014,0.2993817275772779,0.1119856966868013,39.81776976777796,two_stage_sensitivity_0p65_0p65
UP_LONG,92,43,0.5869565217391305,0.42391304347826086,0.8224280169407876,0.54558969469376,-0.1775719830592124,-0.45441030530624005,-16.336622441447542,two_stage_sensitivity_0p65_0p65
DOWN_SHORT,42,27,0.6428571428571429,0.5,1.2209666712966378,1.0303922140875166,0.2209666712966379,0.0303922140875166,9.280600194458792,two_stage_primary_0p75_0p65
UP_LONG,27,18,0.5925925925925926,0.48148148148148145,0.3694913346427472,0.9438525702276656,-0.6305086653572528,-0.0561474297723343,-17.023733964645825,two_stage_primary_0p75_0p65
