n_signals,n_signal_runs,mean_net_return_bps,median_net_return_bps,mean_net_without_best_signal_bps,mean_net_without_worst_signal_bps,best_run_name,worst_run_name,mean_net_without_best_run_bps,mean_net_without_worst_run_bps,leave_one_run_out_min_mean_net_bps,leave_one_run_out_median_mean_net_bps,leave_one_run_out_max_mean_net_bps,bootstrap_mean_net_bps,bootstrap_ci_lower_2_5,bootstrap_ci_upper_97_5,bootstrap_share_mean_net_positive
30,17,-0.11414884981497586,-0.27025723869822293,-0.44986348427452816,0.18468988638527292,20260717_185958,20260717_193639,-0.6966414783778213,0.2693397897928624,-0.6966414783778213,-0.10665081848008476,0.2693397897928624,-0.15911950807076805,-1.7425875939734203,1.2405624259057921,0.43
